category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,over_represented_bh,under_represented_bh,enrichment_direction
GO:0006405,0.9999669898622675,2.4475318068553956e-4,2,110,RNA export from nucleus,BP,1,0.03418563447618677,under
GO:1901990,0.9999695608052849,8.98169833410391e-5,11,255,regulation of mitotic cell cycle phase transition,BP,1,0.016646368787485852,under
GO:0006412,0.9999702534395665,8.791641717028079e-5,11,252,translation,BP,1,0.01645231981511808,under
GO:0022900,0.9999726348259161,2.060115202846334e-4,2,110,electron transport chain,BP,1,0.03103535098201965,under
GO:0043069,0.9999747797491508,5.316700792339699e-5,28,472,negative regulation of programmed cell death,BP,1,0.010564887399211102,under
GO:0010467,0.999975320269768,3.7736787453444443e-5,107,1329,gene expression,BP,1,0.007993149210605953,under
GO:0009063,0.9999757666650321,2.9889751572414086e-4,1,89,amino acid catabolic process,BP,1,0.040748922138554376,under
GO:0044238,0.9999782214902125,2.8411146835364532e-5,393,4109,primary metabolic process,BP,1,0.006519343514900611,under
GO:0071840,0.9999784238122297,2.8822134863306296e-5,296,3212,cellular component organization or biogenesis,BP,1,0.0065358429351791624,under
GO:0051168,0.9999799636403862,1.1913515100039156e-4,3,134,nuclear export,BP,1,0.02026677426579541,under
GO:0043604,0.9999825307604587,4.3402464666854794e-5,18,353,amide biosynthetic process,BP,1,0.008995510822082001,under
GO:0070972,0.9999826642317365,2.2028734998384746e-4,1,90,protein localization to endoplasmic reticulum,BP,1,0.03168685575327358,under
GO:0045333,0.9999841315845626,1.2447323610231324e-4,2,114,cellular respiration,BP,1,0.020862796746713805,under
GO:0071826,0.999984463719316,5.8520171567484255e-5,7,203,protein-RNA complex organization,BP,1,0.01127976306963259,under
GO:0006520,0.9999887874480391,4.295968014818977e-5,7,207,amino acid metabolic process,BP,1,0.008995510822082001,under
GO:0072521,0.9999891773001715,2.9411951940806845e-5,15,320,purine-containing compound metabolic process,BP,1,0.006592039228593627,under
GO:0043933,0.999991574784576,1.3906879603326366e-5,81,1086,protein-containing complex organization,BP,1,0.0039419868287369954,under
GO:0009150,0.9999938062576734,1.8922365598636183e-5,12,286,purine ribonucleotide metabolic process,BP,1,0.004799060485706743,under
GO:0007005,0.9999946556550184,1.4949392548987731e-5,15,324,mitochondrion organization,BP,1,0.004116422019739122,under
GO:0016054,0.9999950678944626,2.690508044979483e-5,4,165,organic acid catabolic process,BP,1,0.006248137658672233,under
GO:0046395,0.9999950678944626,2.690508044979483e-5,4,165,carboxylic acid catabolic process,BP,1,0.006248137658672233,under
GO:0015980,0.9999962749854834,2.0657457911989785e-5,4,166,energy derivation by oxidation of organic compounds,BP,1,0.005104775657097476,under
GO:0044248,0.9999971015106732,4.935704333886905e-6,78,1075,cellular catabolic process,BP,1,0.001761772241401298,under
GO:0009259,0.9999973124831872,8.500321027881802e-6,12,296,ribonucleotide metabolic process,BP,1,0.002642640126006802,under
GO:0006163,0.9999973999208239,8.235252081302076e-6,12,296,purine nucleotide metabolic process,BP,1,0.002628598966665858,under
GO:0046034,0.999997430905763,2.2817082464901263e-5,2,131,ATP metabolic process,BP,1,0.005567079297607238,under
GO:0006413,0.9999974949931678,3.6990198133718555e-5,1,108,translational initiation,BP,1,0.007922067433638057,under
GO:0006518,0.9999985496135221,4.389011353636521e-6,14,331,peptide metabolic process,BP,1,0.001653925636622321,under
GO:0009126,0.9999990090574798,7.085215300650866e-6,3,161,purine nucleoside monophosphate metabolic process,BP,1,0.0023619007164509542,under
GO:0009167,0.9999990090574798,7.085215300650866e-6,3,161,purine ribonucleoside monophosphate metabolic process,BP,1,0.0023619007164509542,under
GO:0008150,0.9999991404887313,1.1408765390378324e-6,646,6529,biological_process,BP,1,5.943350078366005e-4,under
GO:0009987,0.9999991550793981,1.123424265146914e-6,583,5963,cellular process,BP,1,5.943350078366005e-4,under
GO:0019693,0.999999187395082,2.6939207400862504e-6,12,310,ribose phosphate metabolic process,BP,1,0.001207565634073546,under
GO:0006139,0.9999993032003077,1.057080199918364e-6,163,1989,nucleobase-containing compound metabolic process,BP,1,5.821491672407561e-4,under
GO:0009161,0.9999995405188766,3.425152089237865e-6,3,168,ribonucleoside monophosphate metabolic process,BP,1,0.001347342990205303,under
GO:0008152,0.9999996251390753,5.118742560307619e-7,417,4463,metabolic process,BP,1,3.2887920949976456e-4,under
GO:0042981,0.9999996680126031,6.714974841028385e-7,48,780,regulation of apoptotic process,BP,1,4.067193712092277e-4,under
GO:0009205,0.999999741996655,2.628553691893093e-6,2,151,purine ribonucleoside triphosphate metabolic process,BP,1,0.001207565634073546,under
GO:0043067,0.9999998226024125,3.617580977531905e-7,49,802,regulation of programmed cell death,BP,1,2.6818797439202873e-4,under
GO:0009199,0.9999998343678742,1.7289847884851097e-6,2,155,ribonucleoside triphosphate metabolic process,BP,1,8.545174820012946e-4,under
GO:0009144,0.9999998535376762,1.5391190426768173e-6,2,156,purine nucleoside triphosphate metabolic process,BP,1,7.806978828314646e-4,under
GO:0043603,0.9999998722102043,3.350129274348417e-7,24,497,amide metabolic process,BP,1,2.582949670522629e-4,under
GO:0009123,0.9999998763786768,9.855063089050366e-7,3,180,nucleoside monophosphate metabolic process,BP,1,5.586951207101347e-4,under
GO:0008380,0.9999998765761929,4.5740076661367016e-7,11,316,RNA splicing,BP,1,3.040137853958101e-4,under
GO:0006397,0.9999999199409043,2.775843074219099e-7,13,351,mRNA processing,BP,1,2.3262771850249189e-4,under
GO:0044281,0.9999999281743505,1.3329616186794964e-7,74,1097,small molecule metabolic process,BP,1,1.3041640328359934e-4,under
GO:0009141,0.9999999660398722,3.849126746757225e-7,2,169,nucleoside triphosphate metabolic process,BP,1,2.747848816435019e-4,under
GO:0006082,0.9999999786216489,5.399006168562193e-8,30,598,organic acid metabolic process,BP,1,7.839003392363303e-5,under
GO:0009117,0.999999980811213,6.507084528031795e-8,15,396,nucleotide metabolic process,BP,1,7.839003392363303e-5,under
GO:0000377,0.9999999814321492,8.719868454646994e-8,8,289,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",BP,1,9.337525803517822e-5,under
GO:0000398,0.9999999814321492,8.719868454646994e-8,8,289,"mRNA splicing, via spliceosome",BP,1,9.337525803517822e-5,under
GO:0043436,0.999999983802144,4.1707486377548016e-8,29,589,oxoacid metabolic process,BP,1,7.308289090247618e-5,under
GO:0000375,0.9999999872940873,6.047787434220863e-8,8,293,"RNA splicing, via transesterification reactions",BP,1,7.839003392363303e-5,under
GO:0006753,0.9999999897238512,3.549941954335232e-8,15,403,nucleoside phosphate metabolic process,BP,1,7.308289090247618e-5,under
GO:0019752,0.9999999938728663,1.7431497880380908e-8,24,537,carboxylic acid metabolic process,BP,1,4.806453445191926e-5,under
GO:0055086,0.9999999944787457,1.745534325102126e-8,19,468,nucleobase-containing small molecule metabolic process,BP,1,4.806453445191926e-5,under
GO:0016071,0.9999999978314587,6.5888693570877525e-9,22,521,mRNA metabolic process,BP,1,4.233348561928881e-5,under
GO:0006091,0.9999999985383353,1.0010733043303504e-8,5,259,generation of precursor metabolites and energy,BP,1,4.806453445191926e-5,under
GO:0002181,1,1.807431777458368e-5,0,90,cytoplasmic translation,BP,1,0.00467964708484502,under
GO:0006406,1,4.506467713793847e-5,0,85,mRNA export from nucleus,BP,1,0.009048142206601708,under
GO:0006613,1,3.2859099496943645e-4,0,66,cotranslational protein targeting to membrane,BP,1,0.04293397907875157,under
GO:0045047,1,9.278566972153299e-5,0,76,protein targeting to ER,BP,1,0.017032797941738557,under
GO:0051028,1,1.5625869733668904e-5,0,94,mRNA transport,BP,1,0.0042420935086826496,under
GO:0072599,1,5.700521604758113e-5,0,80,establishment of protein localization to endoplasmic reticulum,BP,1,0.01121199529915435,under
