gene,category
Montipora_capitata_HIv3___RNAseq.g28150.t1,ko01524
Montipora_capitata_HIv3___RNAseq.g28150.t1,ko05200
Montipora_capitata_HIv3___RNAseq.g28150.t1,ko05204
Montipora_capitata_HIv3___RNAseq.g28150.t1,ko05225
Montipora_capitata_HIv3___RNAseq.g28150.t1,ko05418
Montipora_capitata_HIv3___RNAseq.g28155.t1,ko01522
Montipora_capitata_HIv3___RNAseq.g28155.t1,ko03040
Montipora_capitata_HIv3___RNAseq.g28155.t1,ko04320
Montipora_capitata_HIv3___RNAseq.g28155.t1,ko04330
Montipora_capitata_HIv3___RNAseq.g28155.t1,ko04658
Montipora_capitata_HIv3___RNAseq.g28155.t1,ko04919
Montipora_capitata_HIv3___RNAseq.g28155.t1,ko05020
Montipora_capitata_HIv3___RNAseq.g28155.t1,ko05165
Montipora_capitata_HIv3___RNAseq.g28155.t1,ko05200
Montipora_capitata_HIv3___RNAseq.g28155.t1,ko05206
Montipora_capitata_HIv3___RNAseq.g28155.t1,ko05224
Montipora_capitata_HIv3___RNAseq.g28131.t1,ko04136
Montipora_capitata_HIv3___RNAseq.g28131.t1,ko04138
Montipora_capitata_HIv3___RNAseq.g28131.t1,ko04140
Montipora_capitata_HIv3___RNAseq.g28132.t1,ko00190
Montipora_capitata_HIv3___RNAseq.g28132.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g28132.t1,ko04714
Montipora_capitata_HIv3___RNAseq.g28132.t1,ko04723
Montipora_capitata_HIv3___RNAseq.g28132.t1,ko04932
Montipora_capitata_HIv3___RNAseq.g28132.t1,ko05010
Montipora_capitata_HIv3___RNAseq.g28132.t1,ko05012
Montipora_capitata_HIv3___RNAseq.g28132.t1,ko05016
Montipora_capitata_HIv3___RNAseq.g28178.t1,ko03040
Montipora_capitata_HIv3___RNAseq.g28179.t1,ko04068
Montipora_capitata_HIv3___RNAseq.g28179.t1,ko04140
Montipora_capitata_HIv3___RNAseq.g28179.t1,ko04150
Montipora_capitata_HIv3___RNAseq.g28179.t1,ko04151
Montipora_capitata_HIv3___RNAseq.g28179.t1,ko04152
Montipora_capitata_HIv3___RNAseq.g28179.t1,ko04211
Montipora_capitata_HIv3___RNAseq.g28179.t1,ko04530
Montipora_capitata_HIv3___RNAseq.g28179.t1,ko04920
Montipora_capitata_HIv3___RNAseq.g28190.t1,ko03018
Montipora_capitata_HIv3___RNAseq.g28193.t1,ko00190
Montipora_capitata_HIv3___RNAseq.g28193.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g28193.t1,ko04714
Montipora_capitata_HIv3___RNAseq.g28193.t1,ko04723
Montipora_capitata_HIv3___RNAseq.g28193.t1,ko04932
Montipora_capitata_HIv3___RNAseq.g28193.t1,ko05010
Montipora_capitata_HIv3___RNAseq.g28193.t1,ko05012
Montipora_capitata_HIv3___RNAseq.g28193.t1,ko05016
Montipora_capitata_HIv3___RNAseq.g28194.t1b,ko04144
Montipora_capitata_HIv3___RNAseq.g28194.t1b,ko04350
Montipora_capitata_HIv3___TS.g24653.t1,ko04068
Montipora_capitata_HIv3___TS.g24653.t1,ko04371
Montipora_capitata_HIv3___TS.g24653.t1,ko04550
Montipora_capitata_HIv3___TS.g24653.t1,ko05418
Montipora_capitata_HIv3___RNAseq.g28209.t1,ko03008
Montipora_capitata_HIv3___RNAseq.g28205.t1,ko00240
Montipora_capitata_HIv3___RNAseq.g28205.t1,ko00410
Montipora_capitata_HIv3___RNAseq.g28205.t1,ko00770
Montipora_capitata_HIv3___RNAseq.g28205.t1,ko00983
Montipora_capitata_HIv3___RNAseq.g28205.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g28211.t1,ko00500
Montipora_capitata_HIv3___RNAseq.g28211.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g28211.t1,ko01110
Montipora_capitata_HIv3___RNAseq.27741_t,ko00240
Montipora_capitata_HIv3___RNAseq.27741_t,ko00983
Montipora_capitata_HIv3___RNAseq.27741_t,ko01100
Montipora_capitata_HIv3___RNAseq.g28227.t1,ko03018
Montipora_capitata_HIv3___RNAseq.g28227.t1,ko03040
Montipora_capitata_HIv3___RNAseq.g28228.t1,ko00920
Montipora_capitata_HIv3___RNAseq.g28228.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g28228.t1,ko01120
Montipora_capitata_HIv3___RNAseq.g28260.t1b,ko00513
Montipora_capitata_HIv3___RNAseq.g28260.t1b,ko00601
Montipora_capitata_HIv3___RNAseq.g28260.t1b,ko01100
Montipora_capitata_HIv3___RNAseq.g28263.t1,ko04514
Montipora_capitata_HIv3___RNAseq.g28263.t1,ko04520
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko01522
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04010
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04014
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04020
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04024
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04062
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04113
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04114
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04138
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04140
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04211
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04213
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04261
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04270
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04310
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04340
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04341
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04371
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04530
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04540
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04611
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04713
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04714
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04720
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04723
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04724
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04725
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04726
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04727
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04728
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04740
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04742
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04750
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04910
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04911
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04912
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04913
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04914
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04915
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04916
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04918
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04919
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04921
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04922
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04923
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04924
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04925
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04926
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04927
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04934
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04961
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04962
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04970
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04971
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko04976
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko05012
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko05020
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko05030
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko05031
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko05032
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko05110
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko05146
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko05165
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko05166
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko05169
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko05200
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko05203
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko05205
Montipora_capitata_HIv3___RNAseq.g28321.t2,ko05414
Montipora_capitata_HIv3___RNAseq.g28432.t2,ko03008
Montipora_capitata_HIv3___RNAseq.g28448.t1,ko00040
Montipora_capitata_HIv3___RNAseq.g28448.t1,ko00053
Montipora_capitata_HIv3___RNAseq.g28448.t1,ko00140
Montipora_capitata_HIv3___RNAseq.g28448.t1,ko00565
Montipora_capitata_HIv3___RNAseq.g28448.t1,ko00600
Montipora_capitata_HIv3___RNAseq.g28448.t1,ko00830
Montipora_capitata_HIv3___RNAseq.g28448.t1,ko00860
Montipora_capitata_HIv3___RNAseq.g28448.t1,ko00980
Montipora_capitata_HIv3___RNAseq.g28448.t1,ko00982
Montipora_capitata_HIv3___RNAseq.g28448.t1,ko00983
Montipora_capitata_HIv3___RNAseq.g28448.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g28448.t1,ko01110
Montipora_capitata_HIv3___RNAseq.g28448.t1,ko05204
Montipora_capitata_HIv3___RNAseq.g28455.t1,ko00260
Montipora_capitata_HIv3___RNAseq.g28455.t1,ko00270
Montipora_capitata_HIv3___RNAseq.g28455.t1,ko00450
Montipora_capitata_HIv3___RNAseq.g28455.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g28455.t1,ko01130
Montipora_capitata_HIv3___RNAseq.g28455.t1,ko01230
Montipora_capitata_HIv3___RNAseq.g28459.t1,ko04724
Montipora_capitata_HIv3___RNAseq.g28459.t1,ko05014
Montipora_capitata_HIv3___RNAseq.g28456.t1,ko00563
Montipora_capitata_HIv3___RNAseq.g28456.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g28457.t1,ko04724
Montipora_capitata_HIv3___RNAseq.g28457.t1,ko05014
Montipora_capitata_HIv3___RNAseq.g28524.t1,ko03008
Montipora_capitata_HIv3___RNAseq.g28524.t1,ko04064
Montipora_capitata_HIv3___RNAseq.g28524.t1,ko04137
Montipora_capitata_HIv3___RNAseq.g28524.t1,ko04139
Montipora_capitata_HIv3___RNAseq.g28524.t1,ko04310
Montipora_capitata_HIv3___RNAseq.g28524.t1,ko04520
Montipora_capitata_HIv3___RNAseq.g28524.t1,ko04712
Montipora_capitata_HIv3___RNAseq.g28524.t1,ko05162
Montipora_capitata_HIv3___RNAseq.g28524.t1,ko05168
Montipora_capitata_HIv3___RNAseq.g28524.t1,ko05169
Montipora_capitata_HIv3___RNAseq.g28562.t1,ko04141
Montipora_capitata_HIv3___RNAseq.g28562.t1,ko05134
Montipora_capitata_HIv3___RNAseq.g28563.t1,ko03440
Montipora_capitata_HIv3___RNAseq.g28580.t1,ko00330
Montipora_capitata_HIv3___RNAseq.g28580.t1,ko00410
Montipora_capitata_HIv3___RNAseq.g28580.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g28628.t1,ko04150
Montipora_capitata_HIv3___RNAseq.g28632.t1,ko00970
Montipora_capitata_HIv3___RNAseq.g28734.t1,ko04010
Montipora_capitata_HIv3___RNAseq.g28734.t1,ko04014
Montipora_capitata_HIv3___RNAseq.g28734.t1,ko04151
Montipora_capitata_HIv3___RNAseq.g28734.t1,ko04210
Montipora_capitata_HIv3___RNAseq.g28734.t1,ko04722
Montipora_capitata_HIv3___RNAseq.g28734.t1,ko04750
Montipora_capitata_HIv3___RNAseq.g28734.t1,ko05200
Montipora_capitata_HIv3___RNAseq.g28734.t1,ko05202
Montipora_capitata_HIv3___RNAseq.g28734.t1,ko05216
Montipora_capitata_HIv3___RNAseq.g28734.t1,ko05230
Montipora_capitata_HIv3___RNAseq.g28736.t1,ko04111
Montipora_capitata_HIv3___RNAseq.g28736.t1,ko04113
Montipora_capitata_HIv3___TS.g25282.t3,ko04144
Montipora_capitata_HIv3___RNAseq.g28818.t1,ko00100
Montipora_capitata_HIv3___RNAseq.g28818.t1,ko00140
Montipora_capitata_HIv3___RNAseq.g28818.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g28818.t1,ko01130
Montipora_capitata_HIv3___RNAseq.g28818.t1,ko04913
Montipora_capitata_HIv3___TS.g25287.t1a,ko04140
Montipora_capitata_HIv3___TS.g25287.t1a,ko04211
Montipora_capitata_HIv3___RNAseq.g28826.t1,ko00860
Montipora_capitata_HIv3___RNAseq.g28823.t1,ko00270
Montipora_capitata_HIv3___RNAseq.g28823.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g28823.t1,ko01110
Montipora_capitata_HIv3___RNAseq.g28823.t1,ko01230
Montipora_capitata_HIv3___RNAseq.g28824.t1,ko00270
Montipora_capitata_HIv3___RNAseq.g28824.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g28824.t1,ko01110
Montipora_capitata_HIv3___RNAseq.g28824.t1,ko01230
Montipora_capitata_HIv3___RNAseq.g28831.t1,ko04068
Montipora_capitata_HIv3___RNAseq.g28831.t1,ko04110
Montipora_capitata_HIv3___RNAseq.g28831.t1,ko04120
Montipora_capitata_HIv3___RNAseq.g28831.t1,ko04150
Montipora_capitata_HIv3___RNAseq.g28831.t1,ko05168
Montipora_capitata_HIv3___RNAseq.g28831.t1,ko05169
Montipora_capitata_HIv3___RNAseq.g28831.t1,ko05200
Montipora_capitata_HIv3___RNAseq.g28831.t1,ko05203
Montipora_capitata_HIv3___RNAseq.g28831.t1,ko05222
Montipora_capitata_HIv3___RNAseq.g28832.t1,ko03040
Montipora_capitata_HIv3___TS.g25321.t1,ko00512
Montipora_capitata_HIv3___TS.g25321.t1,ko00601
Montipora_capitata_HIv3___TS.g25321.t1,ko01100
Montipora_capitata_HIv3___TS.g25357.t1,ko00512
Montipora_capitata_HIv3___TS.g25357.t1,ko00601
Montipora_capitata_HIv3___TS.g25357.t1,ko01100
Montipora_capitata_HIv3___TS.g25372.t1a,ko03320
Montipora_capitata_HIv3___TS.g25372.t1a,ko04151
Montipora_capitata_HIv3___TS.g25372.t1a,ko04659
Montipora_capitata_HIv3___TS.g25372.t1a,ko04919
Montipora_capitata_HIv3___TS.g25372.t1a,ko04920
Montipora_capitata_HIv3___TS.g25372.t1a,ko04932
Montipora_capitata_HIv3___TS.g25372.t1a,ko04976
Montipora_capitata_HIv3___TS.g25372.t1a,ko05160
Montipora_capitata_HIv3___TS.g25372.t1a,ko05200
Montipora_capitata_HIv3___TS.g25372.t1a,ko05202
Montipora_capitata_HIv3___TS.g25372.t1a,ko05216
Montipora_capitata_HIv3___TS.g25372.t1a,ko05222
Montipora_capitata_HIv3___TS.g25372.t1a,ko05223
Montipora_capitata_HIv3___TS.g25372.t1a,ko05226
Montipora_capitata_HIv3___RNAseq.g28909.t1,ko04145
Montipora_capitata_HIv3___RNAseq.g28909.t1,ko04962
Montipora_capitata_HIv3___RNAseq.g28909.t1,ko05132
Montipora_capitata_HIv3___RNAseq.g29048.t1,ko00830
Montipora_capitata_HIv3___RNAseq.g29048.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g29043.t1,ko05166
Montipora_capitata_HIv3___RNAseq.g29046.t1,ko05166
Montipora_capitata_HIv3___RNAseq.g29050.t1,ko00830
Montipora_capitata_HIv3___RNAseq.g29050.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g29051.t1,ko00830
Montipora_capitata_HIv3___RNAseq.g29051.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g29055.t1,ko00830
Montipora_capitata_HIv3___RNAseq.g29055.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g29063.t1,ko00830
Montipora_capitata_HIv3___RNAseq.g29063.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g28959.t3,ko05200
Montipora_capitata_HIv3___RNAseq.g28959.t3,ko05216
Montipora_capitata_HIv3___RNAseq.g28959.t3,ko05230
Montipora_capitata_HIv3___RNAseq.g29101.t1,ko00120
Montipora_capitata_HIv3___RNAseq.g29101.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g29101.t1,ko03320
Montipora_capitata_HIv3___RNAseq.g29101.t1,ko04146
Montipora_capitata_HIv3___RNAseq.g29104.t1,ko04520
Montipora_capitata_HIv3___TS.g25626.t1,ko00130
Montipora_capitata_HIv3___TS.g25626.t1,ko01100
Montipora_capitata_HIv3___TS.g25626.t1,ko01110
Montipora_capitata_HIv3___TS.g25639.t1,ko04714
Montipora_capitata_HIv3___TS.g25639.t1,ko05225
Montipora_capitata_HIv3___RNAseq.g29192.t1,ko00280
Montipora_capitata_HIv3___RNAseq.g29192.t1,ko00640
Montipora_capitata_HIv3___RNAseq.g29192.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g29192.t1,ko01110
Montipora_capitata_HIv3___RNAseq.g29192.t1,ko01130
Montipora_capitata_HIv3___RNAseq.g29206.t2,ko03013
Montipora_capitata_HIv3___RNAseq.g29258.t1,ko00190
Montipora_capitata_HIv3___RNAseq.g29258.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g29258.t1,ko04142
Montipora_capitata_HIv3___RNAseq.g29258.t1,ko04145
Montipora_capitata_HIv3___RNAseq.g29258.t1,ko04721
Montipora_capitata_HIv3___RNAseq.g29258.t1,ko05110
Montipora_capitata_HIv3___RNAseq.g29258.t1,ko05120
Montipora_capitata_HIv3___RNAseq.g29258.t1,ko05152
Montipora_capitata_HIv3___RNAseq.g29258.t1,ko05323
Montipora_capitata_HIv3___RNAseq.g29265.t1,ko00563
Montipora_capitata_HIv3___RNAseq.g29277.t1,ko00860
Montipora_capitata_HIv3___RNAseq.g29277.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g29277.t1,ko01110
Montipora_capitata_HIv3___RNAseq.g29278.t1,ko00190
Montipora_capitata_HIv3___RNAseq.g29278.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g29278.t1,ko04714
Montipora_capitata_HIv3___RNAseq.g29278.t1,ko05010
Montipora_capitata_HIv3___RNAseq.g29278.t1,ko05012
Montipora_capitata_HIv3___RNAseq.g29278.t1,ko05016
Montipora_capitata_HIv3___TS.g25758.t1,ko04010
Montipora_capitata_HIv3___TS.g25758.t1,ko04066
Montipora_capitata_HIv3___TS.g25758.t1,ko04910
Montipora_capitata_HIv3___RNAseq.g29280.t1,ko03018
Montipora_capitata_HIv3___RNAseq.g29282.t1,ko00071
Montipora_capitata_HIv3___RNAseq.g29282.t1,ko00310
Montipora_capitata_HIv3___RNAseq.g29282.t1,ko00362
Montipora_capitata_HIv3___RNAseq.g29282.t1,ko00380
Montipora_capitata_HIv3___RNAseq.g29282.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g29282.t1,ko01120
Montipora_capitata_HIv3___RNAseq.g29282.t1,ko01130
Montipora_capitata_HIv3___RNAseq.g29286.t1,ko00010
Montipora_capitata_HIv3___RNAseq.g29286.t1,ko00710
Montipora_capitata_HIv3___RNAseq.g29286.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g29286.t1,ko01110
Montipora_capitata_HIv3___RNAseq.g29286.t1,ko01120
Montipora_capitata_HIv3___RNAseq.g29286.t1,ko01130
Montipora_capitata_HIv3___RNAseq.g29286.t1,ko01200
Montipora_capitata_HIv3___RNAseq.g29286.t1,ko01230
Montipora_capitata_HIv3___RNAseq.g29287.t1,ko00600
Montipora_capitata_HIv3___RNAseq.g29287.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g29287.t1,ko04071
Montipora_capitata_HIv3___RNAseq.g29287.t1,ko04138
Montipora_capitata_HIv3___TS.g25764.t2,ko00630
Montipora_capitata_HIv3___TS.g25764.t2,ko01100
Montipora_capitata_HIv3___RNAseq.g29292.t1,ko00450
Montipora_capitata_HIv3___RNAseq.g29292.t1,ko00970
Montipora_capitata_HIv3___RNAseq.g29351.t1,ko03013
Montipora_capitata_HIv3___RNAseq.g29373.t1,ko00270
Montipora_capitata_HIv3___RNAseq.g29373.t1,ko00920
Montipora_capitata_HIv3___RNAseq.g29373.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g29373.t1,ko01120
Montipora_capitata_HIv3___RNAseq.g29373.t1,ko04122
Montipora_capitata_HIv3___RNAseq.g29374.t1,ko04010
Montipora_capitata_HIv3___RNAseq.g29374.t1,ko04068
Montipora_capitata_HIv3___RNAseq.g29374.t1,ko04110
Montipora_capitata_HIv3___RNAseq.g29374.t1,ko04115
Montipora_capitata_HIv3___RNAseq.g29374.t1,ko04210
Montipora_capitata_HIv3___RNAseq.g29374.t1,ko04218
Montipora_capitata_HIv3___RNAseq.g29374.t1,ko05200
Montipora_capitata_HIv3___RNAseq.g29374.t1,ko05202
Montipora_capitata_HIv3___RNAseq.g29374.t1,ko05210
Montipora_capitata_HIv3___RNAseq.g29374.t1,ko05212
Montipora_capitata_HIv3___RNAseq.g29374.t1,ko05213
Montipora_capitata_HIv3___RNAseq.g29374.t1,ko05214
Montipora_capitata_HIv3___RNAseq.g29374.t1,ko05216
Montipora_capitata_HIv3___RNAseq.g29374.t1,ko05217
Montipora_capitata_HIv3___RNAseq.g29374.t1,ko05218
Montipora_capitata_HIv3___RNAseq.g29374.t1,ko05220
Montipora_capitata_HIv3___RNAseq.g29374.t1,ko05222
Montipora_capitata_HIv3___RNAseq.g29374.t1,ko05223
Montipora_capitata_HIv3___RNAseq.g29374.t1,ko05224
Montipora_capitata_HIv3___RNAseq.g29374.t1,ko05225
Montipora_capitata_HIv3___RNAseq.g29374.t1,ko05226
Montipora_capitata_HIv3___TS.g25848.t1,ko00564
Montipora_capitata_HIv3___TS.g25848.t1,ko00565
Montipora_capitata_HIv3___TS.g25848.t1,ko01100
Montipora_capitata_HIv3___TS.g25848.t1,ko01110
Montipora_capitata_HIv3___TS.g25848.t1,ko04714
Montipora_capitata_HIv3___RNAseq.g29381.t1,ko00510
Montipora_capitata_HIv3___RNAseq.g29381.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g29379.t1,ko00230
Montipora_capitata_HIv3___RNAseq.g29379.t1,ko00730
Montipora_capitata_HIv3___RNAseq.g29379.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g29379.t1,ko01110
Montipora_capitata_HIv3___RNAseq.g29379.t1,ko01130
Montipora_capitata_HIv3___RNAseq.g29431.t1,ko00010
Montipora_capitata_HIv3___RNAseq.g29431.t1,ko00040
Montipora_capitata_HIv3___RNAseq.g29431.t1,ko00561
Montipora_capitata_HIv3___RNAseq.g29431.t1,ko00930
Montipora_capitata_HIv3___RNAseq.g29431.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g29431.t1,ko01110
Montipora_capitata_HIv3___RNAseq.g29431.t1,ko01120
Montipora_capitata_HIv3___RNAseq.g29431.t1,ko01130
Montipora_capitata_HIv3___RNAseq.g29431.t1,ko01220
Montipora_capitata_HIv3___RNAseq.g29445.t1,ko04141
Montipora_capitata_HIv3___RNAseq.g29454.t1,ko03013
Montipora_capitata_HIv3___RNAseq.g29450.t1,ko04390
Montipora_capitata_HIv3___RNAseq.g29450.t1,ko04391
Montipora_capitata_HIv3___RNAseq.g29450.t1,ko04530
Montipora_capitata_HIv3___RNAseq.g29450.t1,ko05165
Montipora_capitata_HIv3___RNAseq.g29492.t1,ko04923
Montipora_capitata_HIv3___TS.g25951.t1,ko05200
Montipora_capitata_HIv3___TS.g25951.t1,ko05216
Montipora_capitata_HIv3___TS.g25951.t1,ko05230
Montipora_capitata_HIv3___RNAseq.g29479.t1,ko01521
Montipora_capitata_HIv3___RNAseq.g29479.t1,ko04010
Montipora_capitata_HIv3___RNAseq.g29479.t1,ko04014
Montipora_capitata_HIv3___RNAseq.g29479.t1,ko04015
Montipora_capitata_HIv3___RNAseq.g29479.t1,ko04144
Montipora_capitata_HIv3___RNAseq.g29479.t1,ko04151
Montipora_capitata_HIv3___RNAseq.g29479.t1,ko04520
Montipora_capitata_HIv3___RNAseq.g29479.t1,ko04550
Montipora_capitata_HIv3___RNAseq.g29479.t1,ko04714
Montipora_capitata_HIv3___RNAseq.g29479.t1,ko04810
Montipora_capitata_HIv3___RNAseq.g29479.t1,ko05200
Montipora_capitata_HIv3___RNAseq.g29479.t1,ko05205
Montipora_capitata_HIv3___RNAseq.g29479.t1,ko05206
Montipora_capitata_HIv3___RNAseq.g29479.t1,ko05215
Montipora_capitata_HIv3___RNAseq.g29479.t1,ko05218
Montipora_capitata_HIv3___RNAseq.g29479.t1,ko05219
Montipora_capitata_HIv3___RNAseq.g29479.t1,ko05224
Montipora_capitata_HIv3___RNAseq.g29479.t1,ko05226
Montipora_capitata_HIv3___RNAseq.g29479.t1,ko05230
Montipora_capitata_HIv3___TS.g25955.t1,ko00230
Montipora_capitata_HIv3___TS.g25955.t1,ko00240
Montipora_capitata_HIv3___TS.g25955.t1,ko01100
Montipora_capitata_HIv3___TS.g25955.t1,ko03020
Montipora_capitata_HIv3___TS.g26004.t1,ko00072
Montipora_capitata_HIv3___TS.g26004.t1,ko00280
Montipora_capitata_HIv3___TS.g26004.t1,ko00650
Montipora_capitata_HIv3___TS.g26004.t1,ko00900
Montipora_capitata_HIv3___TS.g26004.t1,ko01100
Montipora_capitata_HIv3___TS.g26004.t1,ko01110
Montipora_capitata_HIv3___TS.g26004.t1,ko01130
Montipora_capitata_HIv3___TS.g25967.t1,ko00220
Montipora_capitata_HIv3___TS.g25967.t1,ko00250
Montipora_capitata_HIv3___TS.g25967.t1,ko00630
Montipora_capitata_HIv3___TS.g25967.t1,ko00910
Montipora_capitata_HIv3___TS.g25967.t1,ko01100
Montipora_capitata_HIv3___TS.g25967.t1,ko01120
Montipora_capitata_HIv3___TS.g25967.t1,ko01230
Montipora_capitata_HIv3___TS.g25967.t1,ko02020
Montipora_capitata_HIv3___TS.g25967.t1,ko04217
Montipora_capitata_HIv3___TS.g25967.t1,ko04724
Montipora_capitata_HIv3___TS.g25967.t1,ko04727
Montipora_capitata_HIv3___RNAseq.g29499.t1,ko00220
Montipora_capitata_HIv3___RNAseq.g29499.t1,ko00250
Montipora_capitata_HIv3___RNAseq.g29499.t1,ko00630
Montipora_capitata_HIv3___RNAseq.g29499.t1,ko00910
Montipora_capitata_HIv3___RNAseq.g29499.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g29499.t1,ko01120
Montipora_capitata_HIv3___RNAseq.g29499.t1,ko01230
Montipora_capitata_HIv3___RNAseq.g29499.t1,ko02020
Montipora_capitata_HIv3___RNAseq.g29499.t1,ko04217
Montipora_capitata_HIv3___RNAseq.g29499.t1,ko04724
Montipora_capitata_HIv3___RNAseq.g29499.t1,ko04727
Montipora_capitata_HIv3___RNAseq.g29500.t1,ko04923
Montipora_capitata_HIv3___RNAseq.g29501.t1,ko03013
Montipora_capitata_HIv3___RNAseq.g29536.t1,ko03060
Montipora_capitata_HIv3___RNAseq.g29560.t1,ko00480
Montipora_capitata_HIv3___RNAseq.g29560.t1,ko00590
Montipora_capitata_HIv3___RNAseq.g29560.t1,ko04216
Montipora_capitata_HIv3___RNAseq.g29560.t1,ko04918
Montipora_capitata_HIv3___RNAseq.g29550.t1,ko00230
