category,universegenes,universecount
GO:0090410,,1
GO:0090422,,4
GO:0090427,,2
GO:0090433,,1
GO:0090435,,10
GO:0090436,,1
GO:0090443,,5
GO:0090472,,3
GO:0090480,,2
GO:0090481,,9
GO:0090482,,19
GO:0090485,,1
GO:0090493,,3
GO:0090494,,3
GO:0090498,,3
GO:0090501,,127
GO:0090502,,63
GO:0090503,,46
GO:0090504,,17
GO:0090505,,12
GO:0090520,,3
GO:0090521,,3
GO:0090522,,8
GO:0090527,,6
GO:0090533,,5
GO:0090534,,1
GO:0090537,,1
GO:0090541,,2
GO:0090543,,6
GO:0090545,,6
GO:0090554,,1
GO:0090555,,1
GO:0090556,,1
GO:0090557,,4
GO:0090558,,1
GO:0090559,,39
GO:0090567,,2
GO:0090568,,18
GO:0090571,,8
GO:0090575,,96
GO:0090576,,6
GO:0090579,,3
GO:0090594,,3
GO:0090596,,261
GO:0090597,,2
GO:0090598,,50
GO:0090599,,5
GO:0090611,,4
GO:0090615,,4
GO:0090616,,1
GO:0090619,,1
GO:0090624,,4
GO:0090625,,4
GO:0090626,,1
GO:0090627,,1
GO:0090630,,53
GO:0090636,,1
GO:0090637,,1
GO:0090646,,9
GO:0090647,,5
GO:0090649,,5
GO:0090650,,5
GO:0090651,,2
GO:0090656,,7
GO:0090657,,7
GO:0090659,,24
GO:0090660,,2
GO:0090661,,4
GO:0090662,,38
GO:0090663,,1
GO:0090665,,11
GO:0090666,,5
GO:0090669,,2
GO:0090670,,5
GO:0090671,,1
GO:0090672,,1
GO:0090685,,5
GO:0090694,,2
GO:0090695,,1
GO:0090702,,3
GO:0090713,,1
GO:0090715,,1
GO:0090722,,4
GO:0090723,,18
GO:0090724,,7
GO:0090725,,3
GO:0090727,,5
GO:0090734,,28
GO:0090735,,6
GO:0090736,,2
GO:0090737,,7
GO:0090740,,2
GO:0090741,,6
GO:0093001,,1
GO:0093002,,2
GO:0095500,,5
GO:0097001,,6
GO:0097003,,1
GO:0097006,,44
GO:0097009,,14
GO:0097010,,2
GO:0097011,,5
GO:0097012,,5
GO:0097014,,95
GO:0097016,,3
GO:0097020,,1
GO:0097021,,1
GO:0097025,,3
GO:0097026,,2
GO:0097027,,3
GO:0097028,,10
GO:0097035,,28
GO:0097038,,17
GO:0097039,,5
GO:0097049,,2
GO:0097050,,2
GO:0097051,,4
GO:0097052,,2
GO:0097055,,1
GO:0097060,,94
GO:0097061,,27
GO:0097062,,9
GO:0097064,,9
GO:0097065,,18
GO:0097066,,26
GO:0097067,,11
GO:0097068,,7
GO:0097069,,2
GO:0097070,,3
GO:0097084,,4
GO:0097089,,2
GO:0097090,,6
GO:0097091,,1
GO:0097094,,8
GO:0097100,,2
GO:0097101,,2
GO:0097104,,1
GO:0097105,,3
GO:0097106,,3
GO:0097107,,1
GO:0097108,,1
GO:0097109,,1
GO:0097110,,31
GO:0097111,,2
GO:0097112,,3
GO:0097113,,3
GO:0097120,,18
GO:0097123,,1
GO:0097124,,1
GO:0097125,,2
GO:0097129,,1
GO:0097132,,1
GO:0097134,,1
GO:0097135,,1
GO:0097136,,5
GO:0097144,,1
GO:0097145,,1
GO:0097149,,3
GO:0097150,,10
GO:0097151,,3
GO:0097152,,2
GO:0097153,,5
GO:0097154,,4
GO:0097155,,3
GO:0097156,,3
GO:0097157,,10
GO:0097158,,2
GO:0097159,,1656
GO:0097161,,1
GO:0097164,,100
GO:0097165,,4
GO:0097167,,2
GO:0097176,,2
GO:0097177,,2
GO:0097178,,6
GO:0097179,,2
GO:0097184,,3
GO:0097185,,2
GO:0097186,,4
GO:0097187,,2
GO:0097190,,155
GO:0097191,,40
GO:0097192,,12
GO:0097193,,102
GO:0097194,,41
GO:0097195,,1
GO:0097196,,1
GO:0097197,,3
GO:0097199,,1
GO:0097200,,5
GO:0097201,,11
GO:0097202,,8
GO:0097204,,1
GO:0097205,,6
GO:0097206,,1
GO:0097208,,2
GO:0097210,,1
GO:0097211,,1
GO:0097212,,3
GO:0097213,,3
GO:0097214,,3
GO:0097222,,1
GO:0097223,,103
GO:0097224,,1
GO:0097225,,14
GO:0097226,,1
GO:0097227,,6
GO:0097228,,18
GO:0097231,,1
GO:0097232,,1
GO:0097233,,1
GO:0097237,,120
GO:0097238,,1
GO:0097240,,4
GO:0097241,,2
GO:0097242,,4
GO:0097249,,1
GO:0097250,,1
GO:0097255,,4
GO:0097264,,7
GO:0097268,,1
GO:0097272,,2
GO:0097274,,1
GO:0097278,,1
GO:0097284,,6
GO:0097286,,10
GO:0097291,,1
GO:0097296,,2
GO:0097298,,2
GO:0097300,,6
GO:0097305,,206
GO:0097306,,61
GO:0097309,,1
GO:0097310,,2
GO:0097320,,11
GO:0097322,,6
GO:0097324,,2
GO:0097325,,1
GO:0097327,,72
GO:0097329,,11
GO:0097332,,5
GO:0097338,,4
GO:0097340,,3
GO:0097341,,6
GO:0097342,,1
GO:0097343,,1
GO:0097344,,1
GO:0097345,,4
GO:0097346,,18
GO:0097352,,34
GO:0097354,,9
GO:0097355,,1
GO:0097359,,3
GO:0097361,,5
GO:0097362,,4
GO:0097363,,2
GO:0097366,,21
GO:0097367,,473
GO:0097368,,2
GO:0097371,,3
GO:0097372,,2
GO:0097374,,2
GO:0097376,,1
GO:0097381,,3
GO:0097384,,6
GO:0097386,,11
GO:0097401,,1
GO:0097402,,3
GO:0097409,,1
GO:0097411,,4
GO:0097413,,7
GO:0097414,,1
GO:0097418,,1
GO:0097421,,24
GO:0097422,,6
GO:0097425,,4
GO:0097427,,1
GO:0097428,,5
GO:0097431,,22
GO:0097433,,5
GO:0097435,,231
GO:0097440,,13
GO:0097441,,4
GO:0097442,,1
GO:0097443,,2
GO:0097444,,1
GO:0097447,,345
GO:0097449,,7
GO:0097450,,1
GO:0097451,,1
GO:0097452,,6
GO:0097454,,1
GO:0097457,,1
GO:0097458,,871
GO:0097462,,1
GO:0097466,,6
GO:0097467,,2
GO:0097468,,2
GO:0097470,,5
GO:0097472,,17
GO:0097473,,1
GO:0097474,,1
GO:0097475,,2
GO:0097479,,102
GO:0097480,,101
GO:0097482,,5
GO:0097484,,4
GO:0097485,,209
GO:0097487,,1
GO:0097494,,3
GO:0097498,,2
GO:0097499,,11
GO:0097500,,5
GO:0097501,,12
GO:0097502,,28
GO:0097504,,5
GO:0097506,,2
GO:0097510,,1
GO:0097512,,3
GO:0097513,,1
GO:0097517,,31
GO:0097524,,8
GO:0097525,,64
GO:0097526,,27
GO:0097529,,23
GO:0097530,,18
GO:0097531,,2
GO:0097539,,6
GO:0097541,,2
GO:0097542,,33
GO:0097543,,2
GO:0097546,,39
GO:0097549,,14
GO:0097550,,5
GO:0097553,,29
GO:0097574,,5
GO:0097575,,2
GO:0097576,,1
GO:0097577,,7
GO:0097581,,25
GO:0097598,,2
GO:0097602,,13
GO:0097603,,6
GO:0097604,,2
GO:0097617,,12
GO:0097621,,1
GO:0097623,,1
GO:0097629,,2
GO:0097630,,1
GO:0097631,,1
GO:0097632,,1
GO:0097635,,1
GO:0097636,,1
GO:0097637,,1
GO:0097642,,1
GO:0097644,,1
GO:0097645,,1
GO:0097648,,3
GO:0097651,,2
GO:0097659,,421
GO:0097676,,1
GO:0097677,,4
GO:0097680,,3
GO:0097681,,4
GO:0097682,,3
GO:0097688,,7
GO:0097689,,1
GO:0097694,,2
GO:0097695,,2
GO:0097696,,12
GO:0097699,,1
GO:0097702,,1
GO:0097704,,1
GO:0097708,,1024
GO:0097709,,1
GO:0097711,,61
GO:0097712,,2
GO:0097718,,23
GO:0097720,,6
GO:0097722,,62
GO:0097724,,1
GO:0097726,,1
GO:0097729,,75
GO:0097730,,102
GO:0097731,,55
GO:0097732,,6
GO:0097733,,55
GO:0097734,,9
GO:0097742,,1
GO:0097744,,1
GO:0097746,,68
GO:0097747,,27
GO:0097749,,2
GO:0097753,,3
GO:0097755,,32
GO:0097756,,15
GO:0098501,,4
GO:0098502,,2
GO:0098503,,1
GO:0098504,,1
GO:0098505,,1
GO:0098506,,1
GO:0098507,,2
GO:0098508,,2
GO:0098518,,3
GO:0098519,,2
GO:0098527,,4
GO:0098528,,1
GO:0098529,,2
GO:0098530,,1
GO:0098531,,6
GO:0098532,,4
GO:0098533,,9
GO:0098534,,25
GO:0098535,,1
GO:0098536,,2
GO:0098542,,199
GO:0098543,,1
GO:0098547,,1
GO:0098549,,1
GO:0098552,,195
GO:0098553,,7
GO:0098554,,25
GO:0098556,,15
GO:0098559,,1
GO:0098562,,134
GO:0098563,,17
GO:0098573,,48
GO:0098574,,1
GO:0098575,,3
GO:0098576,,4
GO:0098577,,2
GO:0098581,,3
GO:0098582,,1
GO:0098586,,16
GO:0098588,,848
GO:0098589,,143
GO:0098590,,433
GO:0098592,,8
GO:0098596,,1
GO:0098597,,3
GO:0098598,,2
GO:0098599,,8
GO:0098600,,1
GO:0098601,,3
GO:0098604,,1
GO:0098606,,1
GO:0098607,,1
GO:0098609,,94
GO:0098615,,1
GO:0098619,,1
GO:0098622,,1
GO:0098623,,1
GO:0098625,,1
GO:0098626,,1
GO:0098630,,2
GO:0098631,,4
GO:0098632,,1
GO:0098634,,2
GO:0098636,,8
GO:0098639,,2
GO:0098641,,1
GO:0098654,,1
GO:0098655,,268
GO:0098656,,127
GO:0098657,,342
GO:0098659,,24
GO:0098660,,253
GO:0098661,,37
GO:0098662,,230
GO:0098679,,1
GO:0098686,,1
GO:0098687,,219
GO:0098693,,40
GO:0098698,,1
GO:0098700,,3
GO:0098703,,4
GO:0098705,,1
GO:0098711,,5
GO:0098712,,4
GO:0098719,,4
GO:0098722,,59
GO:0098723,,8
GO:0098725,,3
GO:0098727,,144
GO:0098728,,20
GO:0098732,,49
GO:0098734,,8
GO:0098736,,2
GO:0098739,,29
GO:0098742,,25
GO:0098743,,9
GO:0098748,,5
GO:0098749,,1
GO:0098751,,15
GO:0098753,,1
GO:0098754,,68
GO:0098758,,1
GO:0098759,,1
GO:0098760,,5
GO:0098761,,5
GO:0098770,,1
GO:0098771,,310
GO:0098772,,590
GO:0098773,,37
GO:0098779,,5
GO:0098780,,17
GO:0098781,,71
GO:0098787,,9
GO:0098789,,8
GO:0098791,,391
GO:0098792,,2
GO:0098793,,224
GO:0098794,,202
GO:0098795,,7
GO:0098796,,471
GO:0098797,,153
GO:0098798,,170
GO:0098799,,10
GO:0098800,,80
GO:0098801,,6
GO:0098802,,42
GO:0098803,,42
GO:0098805,,672
GO:0098808,,5
GO:0098809,,1
GO:0098810,,2
GO:0098813,,183
GO:0098814,,2
GO:0098815,,17
GO:0098820,,1
GO:0098821,,5
GO:0098822,,1
GO:0098826,,2
GO:0098827,,535
GO:0098828,,3
GO:0098830,,2
GO:0098831,,1
GO:0098833,,1
GO:0098835,,1
GO:0098837,,3
GO:0098839,,9
GO:0098840,,5
GO:0098842,,1
GO:0098843,,1
GO:0098845,,5
GO:0098846,,1
GO:0098847,,6
GO:0098852,,137
GO:0098855,,1
GO:0098856,,4
GO:0098857,,134
GO:0098858,,95
GO:0098862,,92
GO:0098863,,1
GO:0098868,,13
GO:0098869,,44
GO:0098870,,2
GO:0098871,,1
GO:0098876,,53
GO:0098877,,8
GO:0098878,,13
GO:0098879,,2
GO:0098880,,2
GO:0098881,,3
GO:0098884,,1
GO:0098885,,4
GO:0098886,,1
GO:0098887,,3
GO:0098888,,3
GO:0098889,,4
GO:0098890,,1
GO:0098891,,1
GO:0098894,,1
GO:0098895,,1
GO:0098900,,18
GO:0098901,,7
GO:0098902,,4
GO:0098903,,2
GO:0098908,,5
GO:0098909,,4
GO:0098911,,2
GO:0098912,,1
GO:0098914,,3
GO:0098916,,240
GO:0098917,,1
GO:0098918,,2
GO:0098919,,1
GO:0098920,,1
GO:0098921,,1
GO:0098926,,2
GO:0098927,,23
GO:0098930,,52
GO:0098935,,3
GO:0098936,,5
GO:0098937,,2
GO:0098939,,1
GO:0098943,,1
GO:0098948,,1
GO:0098953,,4
GO:0098957,,2
GO:0098958,,2
GO:0098960,,4
GO:0098961,,2
GO:0098962,,1
GO:0098963,,2
GO:0098964,,2
GO:0098967,,3
GO:0098968,,1
GO:0098969,,7
GO:0098970,,4
GO:0098971,,1
GO:0098975,,9
GO:0098976,,3
GO:0098984,,121
GO:0098988,,2
GO:0098989,,7
GO:0098993,,3
GO:0098999,,1
GO:0099003,,132
GO:0099004,,4
GO:0099010,,5
GO:0099011,,3
GO:0099022,,9
GO:0099023,,52
GO:0099024,,49
GO:0099039,,5
GO:0099044,,1
GO:0099050,,1
GO:0099053,,3
GO:0099054,,5
GO:0099055,,5
GO:0099056,,4
GO:0099060,,1
GO:0099061,,1
GO:0099068,,2
GO:0099069,,1
GO:0099072,,14
GO:0099073,,1
GO:0099074,,3
GO:0099075,,3
GO:0099078,,6
GO:0099079,,1
GO:0099080,,302
GO:0099081,,296
GO:0099084,,3
GO:0099086,,15
GO:0099089,,1
GO:0099093,,2
GO:0099094,,26
GO:0099095,,4
GO:0099098,,2
GO:0099106,,40
GO:0099111,,124
GO:0099116,,11
GO:0099118,,5
GO:0099120,,3
GO:0099122,,5
GO:0099131,,38
GO:0099132,,37
GO:0099133,,8
GO:0099146,,1
GO:0099156,,1
GO:0099159,,1
GO:0099163,,1
GO:0099170,,1
GO:0099172,,16
GO:0099173,,38
GO:0099174,,25
GO:0099175,,37
GO:0099177,,204
GO:0099186,,2
GO:0099240,,6
GO:0099243,,3
GO:0099402,,2
GO:0099500,,9
GO:0099501,,36
GO:0099503,,439
GO:0099504,,111
GO:0099509,,1
GO:0099512,,296
GO:0099513,,184
GO:0099514,,12
GO:0099515,,7
GO:0099516,,19
GO:0099517,,12
GO:0099518,,36
GO:0099519,,4
GO:0099522,,9
GO:0099523,,3
GO:0099524,,9
GO:0099525,,3
GO:0099527,,2
GO:0099528,,1
GO:0099529,,2
GO:0099530,,2
GO:0099531,,1
GO:0099532,,2
GO:0099533,,1
GO:0099536,,244
GO:0099537,,242
GO:0099541,,3
GO:0099542,,3
GO:0099543,,1
GO:0099547,,1
GO:0099548,,1
GO:0099550,,3
GO:0099552,,2
GO:0099553,,2
GO:0099554,,1
GO:0099555,,1
GO:0099558,,10
GO:0099562,,1
GO:0099563,,7
GO:0099565,,23
GO:0099566,,2
GO:0099568,,335
GO:0099569,,2
GO:0099571,,1
GO:0099572,,120
GO:0099573,,2
GO:0099578,,1
GO:0099583,,2
GO:0099587,,24
GO:0099590,,2
GO:0099601,,15
GO:0099602,,4
GO:0099604,,17
GO:0099606,,1
GO:0099607,,1
GO:0099609,,1
GO:0099612,,1
GO:0099622,,11
GO:0099623,,7
GO:0099624,,3
GO:0099625,,1
GO:0099628,,4
GO:0099631,,1
GO:0099632,,10
GO:0099633,,2
GO:0099634,,9
GO:0099637,,10
GO:0099638,,7
GO:0099639,,4
GO:0099640,,5
GO:0099641,,2
GO:0099642,,1
GO:0099643,,101
GO:0099645,,2
GO:0099699,,6
GO:0099738,,62
GO:0100002,,1
GO:0101002,,117
GO:0101003,,20
GO:0101005,,64
GO:0101006,,1
GO:0101020,,3
GO:0101030,,3
GO:0101031,,19
GO:0104004,,200
GO:0104005,,3
GO:0106001,,2
GO:0106003,,1
GO:0106004,,1
GO:0106005,,1
GO:0106017,,2
GO:0106018,,10
GO:0106019,,6
GO:0106020,,3
GO:0106022,,1
GO:0106026,,1
GO:0106027,,35
GO:0106028,,2
GO:0106029,,1
GO:0106030,,16
GO:0106036,,2
GO:0106037,,2
GO:0106044,,1
GO:0106045,,1
GO:0106046,,1
GO:0106049,,2
GO:0106050,,1
GO:0106056,,23
GO:0106057,,9
GO:0106058,,12
GO:0106064,,1
GO:0106068,,9
GO:0106070,,5
GO:0106071,,2
GO:0106072,,3
GO:0106074,,6
GO:0106075,,1
GO:0106077,,4
GO:0106078,,1
GO:0106083,,1
GO:0106094,,1
GO:0106101,,2
GO:0106104,,3
GO:0106105,,1
GO:0106118,,26
GO:0106119,,2
GO:0106120,,6
GO:0110008,,1
GO:0110009,,3
GO:0110010,,2
GO:0110011,,3
GO:0110017,,2
GO:0110020,,52
GO:0110022,,1
GO:0110024,,1
GO:0110028,,1
GO:0110029,,2
GO:0110053,,117
GO:0110061,,1
GO:0110075,,1
GO:0110076,,1
GO:0110095,,2
GO:0110096,,5
GO:0110104,,3
GO:0120006,,1
GO:0120008,,1
GO:0120009,,4
GO:0120012,,2
GO:0120013,,4
GO:0120016,,2
GO:0120017,,2
GO:0120025,,1065
GO:0120031,,332
GO:0120032,,135
GO:0120033,,17
GO:0120034,,78
GO:0120035,,458
GO:0120036,,795
GO:0120038,,777
GO:0120039,,406
GO:0120048,,1
GO:0120049,,1
GO:0120053,,1
GO:0120082,,2
GO:0120103,,3
GO:0120106,,1
GO:0120111,,30
GO:0120114,,79
GO:0120117,,1
GO:0120126,,2
GO:0120134,,1
GO:0120135,,1
GO:0120147,,1
GO:0120152,,1
GO:0120154,,1
GO:0140007,,2
GO:0140013,,184
GO:0140014,,161
GO:0140018,,1
GO:0140024,,1
GO:0140027,,1
GO:0140029,,61
GO:0140030,,79
GO:0140031,,1
GO:0140033,,9
GO:0140034,,34
GO:0140035,,8
GO:0140036,,8
GO:0140040,,3
GO:0140041,,1
GO:0140052,,2
GO:0140053,,68
GO:0140056,,103
GO:0140058,,1
GO:0140059,,1
GO:0140078,,3
GO:0140096,,1052
GO:0140097,,159
GO:0140098,,286
GO:0140101,,74
GO:0140102,,13
GO:0140103,,12
GO:0140104,,19
GO:0140110,,527
GO:0140112,,9
GO:0140115,,6
GO:0140131,,3
GO:0140142,,10
GO:0140192,,3
GO:0140199,,3
GO:0140223,,3
GO:0150003,,3
GO:0150005,,3
GO:0150011,,3
GO:0150012,,3
GO:0150018,,1
GO:0150019,,1
GO:0150020,,1
GO:0150024,,2
GO:0150025,,2
GO:0150031,,1
GO:0150033,,1
GO:0150034,,210
GO:0198738,,111
GO:1900006,,70
GO:1900015,,8
GO:1900016,,3
GO:1900017,,2
GO:1900019,,1
GO:1900020,,1
GO:1900024,,22
GO:1900025,,5
GO:1900026,,16
GO:1900027,,12
GO:1900028,,2
GO:1900029,,5
GO:1900034,,32
GO:1900037,,14
GO:1900038,,9
GO:1900040,,3
GO:1900041,,1
GO:1900042,,2
GO:1900044,,9
GO:1900045,,6
GO:1900046,,19
GO:1900047,,7
GO:1900048,,7
GO:1900052,,1
GO:1900055,,2
GO:1900056,,2
GO:1900060,,2
GO:1900062,,1
GO:1900063,,1
GO:1900073,,21
GO:1900074,,8
GO:1900075,,3
GO:1900076,,69
GO:1900077,,38
GO:1900078,,22
GO:1900081,,2
GO:1900082,,2
GO:1900084,,1
GO:1900086,,1
GO:1900087,,23
GO:1900098,,1
GO:1900100,,1
GO:1900101,,17
GO:1900102,,9
GO:1900103,,8
GO:1900104,,1
GO:1900106,,1
GO:1900107,,4
GO:1900108,,1
GO:1900109,,5
GO:1900110,,2
GO:1900111,,3
GO:1900112,,6
GO:1900113,,5
GO:1900115,,1
GO:1900116,,1
GO:1900117,,16
GO:1900118,,4
GO:1900119,,8
GO:1900120,,7
GO:1900121,,6
GO:1900122,,1
GO:1900125,,3
GO:1900126,,2
GO:1900127,,1
GO:1900130,,1
GO:1900131,,1
GO:1900144,,1
GO:1900145,,3
GO:1900146,,1
GO:1900147,,1
GO:1900149,,1
GO:1900150,,7
GO:1900151,,16
GO:1900152,,2
GO:1900153,,15
GO:1900157,,1
GO:1900159,,1
GO:1900161,,2
GO:1900163,,2
GO:1900165,,3
GO:1900169,,1
GO:1900170,,1
GO:1900175,,3
GO:1900176,,1
GO:1900180,,93
GO:1900181,,34
GO:1900182,,51
GO:1900186,,5
GO:1900190,,1
GO:1900193,,20
GO:1900194,,8
GO:1900195,,11
GO:1900208,,1
GO:1900210,,1
GO:1900221,,4
GO:1900222,,2
GO:1900223,,3
GO:1900225,,5
GO:1900226,,1
GO:1900227,,4
GO:1900231,,1
GO:1900234,,1
GO:1900235,,1
GO:1900239,,2
GO:1900240,,1
GO:1900241,,1
GO:1900242,,15
GO:1900243,,1
GO:1900244,,11
GO:1900245,,3
GO:1900246,,7
GO:1900247,,5
GO:1900259,,1
GO:1900260,,1
GO:1900262,,5
GO:1900264,,5
GO:1900271,,15
GO:1900272,,4
GO:1900273,,9
GO:1900274,,11
GO:1900275,,4
GO:1900276,,1
GO:1900363,,15
GO:1900364,,10
GO:1900365,,3
GO:1900367,,1
GO:1900368,,4
GO:1900369,,2
GO:1900370,,2
GO:1900371,,45
GO:1900372,,12
GO:1900373,,18
GO:1900383,,1
GO:1900402,,4
GO:1900407,,58
GO:1900408,,39
GO:1900409,,12
GO:1900413,,1
GO:1900424,,23
GO:1900425,,9
GO:1900426,,9
GO:1900449,,13
GO:1900450,,1
GO:1900451,,1
GO:1900452,,5
GO:1900453,,1
GO:1900454,,2
GO:1900483,,1
GO:1900533,,1
GO:1900535,,1
GO:1900542,,67
GO:1900543,,18
GO:1900544,,25
GO:1900619,,2
GO:1900620,,2
GO:1900673,,2
GO:1900729,,2
GO:1900731,,2
GO:1900736,,1
GO:1900737,,1
GO:1900739,,10
GO:1900740,,10
GO:1900744,,21
GO:1900745,,14
GO:1900746,,4
GO:1900747,,2
GO:1900748,,1
GO:1900750,,8
GO:1900753,,1
GO:1900825,,1
GO:1900864,,5
GO:1901003,,1
GO:1901004,,1
GO:1901006,,1
GO:1901016,,20
GO:1901017,,8
GO:1901018,,8
GO:1901019,,35
GO:1901020,,13
GO:1901021,,14
GO:1901026,,1
GO:1901028,,19
GO:1901029,,4
GO:1901030,,15
GO:1901031,,23
GO:1901032,,15
GO:1901033,,3
GO:1901044,,4
GO:1901046,,17
GO:1901048,,7
GO:1901052,,2
GO:1901053,,1
GO:1901054,,1
GO:1901068,,35
GO:1901069,,5
GO:1901070,,4
GO:1901071,,20
GO:1901072,,5
GO:1901073,,5
GO:1901074,,21
GO:1901075,,4
GO:1901076,,12
GO:1901077,,4
GO:1901079,,1
GO:1901090,,2
GO:1901091,,1
GO:1901092,,1
GO:1901093,,1
GO:1901094,,1
GO:1901096,,8
GO:1901097,,3
GO:1901098,,5
GO:1901099,,12
GO:1901128,,1
GO:1901135,,664
GO:1901136,,104
GO:1901137,,360
GO:1901142,,9
GO:1901143,,1
GO:1901159,,4
GO:1901160,,10
GO:1901161,,1
GO:1901162,,1
GO:1901163,,7
GO:1901164,,2
GO:1901165,,6
GO:1901184,,76
GO:1901185,,54
GO:1901186,,16
GO:1901187,,3
GO:1901189,,2
GO:1901193,,1
GO:1901194,,1
GO:1901201,,2
GO:1901202,,1
GO:1901203,,1
GO:1901207,,1
GO:1901213,,6
GO:1901214,,217
GO:1901215,,147
GO:1901216,,69
GO:1901219,,1
GO:1901220,,1
GO:1901222,,34
GO:1901223,,9
GO:1901224,,22
GO:1901227,,1
GO:1901228,,2
GO:1901229,,1
GO:1901231,,1
GO:1901232,,1
GO:1901233,,1
GO:1901244,,5
GO:1901249,,1
GO:1901250,,1
GO:1901252,,1
GO:1901254,,1
GO:1901255,,2
GO:1901256,,2
GO:1901258,,1
GO:1901264,,40
GO:1901265,,505
GO:1901269,,1
GO:1901271,,1
GO:1901291,,2
GO:1901292,,66
GO:1901293,,189
GO:1901295,,2
GO:1901297,,2
GO:1901298,,5
GO:1901299,,4
GO:1901300,,1
GO:1901301,,2
GO:1901303,,2
GO:1901304,,1
GO:1901307,,1
GO:1901314,,3
GO:1901315,,3
GO:1901317,,5
GO:1901321,,2
GO:1901329,,2
GO:1901337,,1
GO:1901338,,3
GO:1901339,,9
GO:1901340,,1
GO:1901341,,6
GO:1901342,,111
GO:1901343,,34
GO:1901344,,1
GO:1901355,,2
GO:1901360,,2243
GO:1901361,,363
GO:1901362,,895
GO:1901363,,1631
GO:1901367,,1
GO:1901374,,7
GO:1901375,,2
GO:1901376,,2
GO:1901377,,2
GO:1901379,,25
GO:1901380,,8
GO:1901381,,12
GO:1901382,,3
GO:1901383,,1
GO:1901385,,6
GO:1901386,,2
GO:1901387,,2
GO:1901401,,2
GO:1901407,,8
GO:1901409,,8
GO:1901416,,3
GO:1901418,,1
GO:1901419,,4
GO:1901421,,2
GO:1901423,,3
GO:1901463,,1
GO:1901474,,9
GO:1901475,,2
GO:1901483,,3
GO:1901485,,3
GO:1901490,,1
GO:1901491,,1
GO:1901503,,6
GO:1901505,,24
GO:1901509,,3
GO:1901522,,16
GO:1901523,,2
GO:1901524,,11
GO:1901525,,6
GO:1901526,,5
GO:1901532,,29
GO:1901533,,2
GO:1901534,,3
GO:1901535,,4
GO:1901537,,4
GO:1901538,,3
GO:1901550,,2
GO:1901555,,1
GO:1901561,,1
GO:1901562,,3
GO:1901563,,5
GO:1901564,,2777
GO:1901565,,618
GO:1901566,,859
GO:1901567,,22
GO:1901568,,88
GO:1901569,,6
GO:1901570,,59
GO:1901571,,2
GO:1901575,,1041
GO:1901576,,1793
GO:1901580,,1
GO:1901581,,1
GO:1901582,,1
GO:1901585,,5
GO:1901586,,2
GO:1901588,,2
GO:1901605,,158
GO:1901606,,77
GO:1901607,,50
GO:1901608,,3
GO:1901609,,1
GO:1901610,,2
GO:1901611,,6
GO:1901612,,5
GO:1901615,,253
GO:1901616,,41
GO:1901617,,98
GO:1901618,,11
GO:1901620,,6
GO:1901621,,4
GO:1901622,,1
GO:1901623,,4
GO:1901626,,6
GO:1901627,,1
GO:1901628,,4
GO:1901642,,3
GO:1901648,,2
GO:1901652,,265
GO:1901653,,188
GO:1901654,,144
GO:1901655,,67
GO:1901656,,2
GO:1901657,,99
GO:1901658,,28
GO:1901659,,32
GO:1901660,,8
GO:1901661,,21
GO:1901662,,1
GO:1901663,,16
GO:1901664,,1
GO:1901666,,1
GO:1901668,,1
GO:1901671,,1
GO:1901673,,19
GO:1901674,,1
GO:1901675,,1
GO:1901678,,4
GO:1901679,,13
GO:1901681,,84
GO:1901682,,29
GO:1901684,,1
GO:1901685,,6
GO:1901687,,6
GO:1901692,,3
GO:1901693,,2
GO:1901694,,1
GO:1901698,,634
GO:1901699,,343
GO:1901700,,791
GO:1901701,,471
GO:1901722,,7
GO:1901723,,2
GO:1901724,,5
GO:1901725,,5
GO:1901726,,1
GO:1901727,,2
GO:1901738,,1
GO:1901739,,8
GO:1901741,,4
GO:1901748,,1
GO:1901750,,1
GO:1901796,,91
GO:1901797,,32
GO:1901798,,14
GO:1901799,,40
GO:1901800,,102
GO:1901804,,2
GO:1901805,,2
GO:1901810,,1
GO:1901825,,2
GO:1901827,,2
GO:1901836,,14
GO:1901837,,3
GO:1901838,,11
GO:1901839,,1
GO:1901840,,1
GO:1901841,,3
GO:1901843,,1
GO:1901844,,4
GO:1901856,,2
GO:1901857,,11
GO:1901858,,4
GO:1901859,,3
GO:1901860,,1
GO:1901861,,76
GO:1901862,,29
GO:1901863,,43
GO:1901873,,1
GO:1901874,,1
GO:1901879,,39
GO:1901880,,30
GO:1901881,,5
GO:1901888,,40
GO:1901889,,10
GO:1901890,,12
GO:1901891,,1
GO:1901893,,1
GO:1901894,,2
GO:1901895,,1
GO:1901896,,1
GO:1901897,,3
GO:1901899,,1
GO:1901906,,1
GO:1901907,,1
GO:1901908,,1
GO:1901909,,1
GO:1901910,,1
GO:1901911,,1
GO:1901917,,1
GO:1901919,,1
GO:1901950,,4
GO:1901951,,1
GO:1901953,,1
GO:1901962,,1
GO:1901963,,2
GO:1901970,,14
GO:1901976,,28
GO:1901977,,8
GO:1901978,,7
GO:1901979,,3
GO:1901980,,1
GO:1901981,,101
GO:1901983,,53
GO:1901984,,22
GO:1901985,,25
GO:1901987,,277
GO:1901988,,132
GO:1901989,,65
GO:1901990,,255
GO:1901991,,121
GO:1901992,,56
GO:1901993,,7
GO:1901994,,3
GO:1901995,,4
GO:1901998,,28
GO:1902001,,9
GO:1902003,,10
