category,universegenes,universecount
GO:0015858,,4
GO:0015860,,2
GO:0015862,,1
GO:0015864,,3
GO:0015865,,9
GO:0015866,,3
GO:0015867,,3
GO:0015868,,8
GO:0015870,,7
GO:0015871,,5
GO:0015872,,5
GO:0015874,,2
GO:0015876,,1
GO:0015879,,1
GO:0015880,,2
GO:0015882,,2
GO:0015884,,2
GO:0015886,,3
GO:0015888,,1
GO:0015889,,7
GO:0015891,,1
GO:0015893,,75
GO:0015898,,2
GO:0015904,,1
GO:0015908,,23
GO:0015909,,20
GO:0015910,,2
GO:0015911,,5
GO:0015914,,41
GO:0015916,,1
GO:0015917,,1
GO:0015918,,25
GO:0015919,,13
GO:0015920,,1
GO:0015922,,4
GO:0015923,,15
GO:0015924,,11
GO:0015925,,16
GO:0015926,,10
GO:0015928,,3
GO:0015929,,10
GO:0015930,,2
GO:0015931,,173
GO:0015932,,27
GO:0015934,,82
GO:0015935,,52
GO:0015936,,12
GO:0015937,,7
GO:0015938,,1
GO:0015939,,1
GO:0015942,,2
GO:0015949,,15
GO:0015959,,7
GO:0015960,,3
GO:0015961,,4
GO:0015962,,2
GO:0015964,,2
GO:0015965,,4
GO:0015966,,3
GO:0015967,,1
GO:0015969,,1
GO:0015971,,1
GO:0015980,,166
GO:0015985,,16
GO:0015986,,16
GO:0015988,,16
GO:0015991,,16
GO:0016004,,5
GO:0016005,,3
GO:0016006,,6
GO:0016010,,11
GO:0016011,,3
GO:0016012,,2
GO:0016013,,2
GO:0016014,,2
GO:0016015,,2
GO:0016018,,10
GO:0016020,,2670
GO:0016021,,767
GO:0016024,,1
GO:0016027,,9
GO:0016028,,21
GO:0016029,,2
GO:0016031,,1
GO:0016032,,140
GO:0016034,,2
GO:0016035,,3
GO:0016037,,1
GO:0016039,,1
GO:0016042,,153
GO:0016043,,3066
GO:0016045,,1
GO:0016048,,13
GO:0016049,,114
GO:0016050,,240
GO:0016051,,71
GO:0016052,,75
GO:0016053,,207
GO:0016054,,165
GO:0016055,,106
GO:0016056,,11
GO:0016057,,5
GO:0016059,,12
GO:0016060,,4
GO:0016061,,2
GO:0016062,,4
GO:0016063,,5
GO:0016064,,16
GO:0016070,,1179
GO:0016071,,521
GO:0016072,,188
GO:0016073,,73
GO:0016074,,12
GO:0016075,,19
GO:0016078,,7
GO:0016079,,60
GO:0016080,,12
GO:0016081,,21
GO:0016082,,18
GO:0016093,,8
GO:0016094,,5
GO:0016098,,3
GO:0016101,,40
GO:0016102,,2
GO:0016107,,2
GO:0016108,,3
GO:0016109,,2
GO:0016114,,7
GO:0016115,,2
GO:0016116,,3
GO:0016117,,2
GO:0016119,,1
GO:0016122,,2
GO:0016123,,2
GO:0016125,,73
GO:0016126,,25
GO:0016127,,13
GO:0016137,,19
GO:0016138,,3
GO:0016139,,12
GO:0016150,,2
GO:0016151,,3
GO:0016153,,1
GO:0016155,,1
GO:0016174,,4
GO:0016175,,2
GO:0016176,,3
GO:0016180,,27
GO:0016182,,1
GO:0016185,,5
GO:0016188,,7
GO:0016189,,1
GO:0016191,,5
GO:0016192,,968
GO:0016197,,181
GO:0016198,,20
GO:0016199,,20
GO:0016201,,5
GO:0016202,,75
GO:0016203,,26
GO:0016204,,5
GO:0016208,,9
GO:0016209,,43
GO:0016211,,2
GO:0016212,,1
GO:0016215,,3
GO:0016222,,2
GO:0016223,,1
GO:0016226,,21
GO:0016229,,11
GO:0016230,,1
GO:0016231,,2
GO:0016233,,11
GO:0016234,,42
GO:0016235,,21
GO:0016236,,113
GO:0016237,,1
GO:0016239,,53
GO:0016240,,3
GO:0016241,,137
GO:0016242,,36
GO:0016243,,3
GO:0016246,,32
GO:0016247,,53
GO:0016248,,23
GO:0016254,,13
GO:0016255,,3
GO:0016256,,2
GO:0016259,,4
GO:0016260,,1
GO:0016261,,1
GO:0016262,,1
GO:0016263,,1
GO:0016264,,1
GO:0016266,,8
GO:0016267,,1
GO:0016272,,5
GO:0016273,,10
GO:0016274,,10
GO:0016275,,1
GO:0016277,,3
GO:0016278,,31
GO:0016279,,30
GO:0016281,,9
GO:0016282,,8
GO:0016287,,2
GO:0016289,,16
GO:0016290,,7
GO:0016298,,68
GO:0016300,,4
GO:0016301,,372
GO:0016303,,18
GO:0016307,,6
GO:0016308,,3
GO:0016309,,1
GO:0016310,,598
GO:0016311,,158
GO:0016312,,7
GO:0016314,,3
GO:0016316,,1
GO:0016318,,11
GO:0016319,,44
GO:0016320,,4
GO:0016321,,11
GO:0016322,,45
GO:0016323,,117
GO:0016324,,144
GO:0016325,,25
GO:0016327,,14
GO:0016328,,25
GO:0016330,,5
GO:0016331,,169
GO:0016332,,5
GO:0016333,,34
GO:0016334,,16
GO:0016335,,5
GO:0016336,,2
GO:0016338,,1
GO:0016339,,11
GO:0016340,,4
GO:0016342,,6
GO:0016344,,5
GO:0016346,,1
GO:0016348,,8
GO:0016358,,154
GO:0016360,,8
GO:0016361,,1
GO:0016362,,1
GO:0016363,,65
GO:0016402,,2
GO:0016403,,1
GO:0016404,,4
GO:0016405,,18
GO:0016406,,4
GO:0016407,,45
GO:0016408,,13
GO:0016409,,20
GO:0016410,,33
GO:0016411,,15
GO:0016413,,7
GO:0016414,,1
GO:0016415,,1
GO:0016416,,2
GO:0016417,,15
GO:0016418,,1
GO:0016419,,1
GO:0016420,,1
GO:0016421,,4
GO:0016422,,3
GO:0016423,,8
GO:0016427,,4
GO:0016428,,3
GO:0016433,,5
GO:0016434,,3
GO:0016435,,3
GO:0016436,,1
GO:0016441,,68
GO:0016442,,12
GO:0016443,,1
GO:0016444,,31
GO:0016445,,25
GO:0016446,,11
GO:0016447,,18
GO:0016453,,5
GO:0016454,,4
GO:0016456,,7
GO:0016457,,3
GO:0016458,,156
GO:0016459,,22
GO:0016460,,7
GO:0016461,,18
GO:0016462,,502
GO:0016469,,30
GO:0016471,,13
GO:0016476,,20
GO:0016477,,469
GO:0016479,,4
GO:0016480,,3
GO:0016482,,127
GO:0016485,,92
GO:0016486,,17
GO:0016491,,431
GO:0016492,,3
GO:0016493,,1
GO:0016496,,1
GO:0016497,,1
GO:0016500,,2
GO:0016502,,2
GO:0016504,,17
GO:0016505,,7
GO:0016507,,3
GO:0016508,,4
GO:0016509,,4
GO:0016513,,1
GO:0016514,,9
GO:0016520,,1
GO:0016525,,28
GO:0016528,,27
GO:0016529,,21
GO:0016530,,8
GO:0016531,,6
GO:0016532,,3
GO:0016533,,1
GO:0016538,,20
GO:0016540,,9
GO:0016545,,11
GO:0016553,,6
GO:0016554,,1
GO:0016556,,23
GO:0016557,,4
GO:0016558,,9
GO:0016559,,4
GO:0016560,,2
GO:0016561,,2
GO:0016567,,334
GO:0016569,,244
GO:0016570,,242
GO:0016571,,53
GO:0016572,,21
GO:0016573,,80
GO:0016574,,41
GO:0016575,,38
GO:0016576,,2
GO:0016577,,18
GO:0016578,,20
GO:0016579,,172
GO:0016580,,7
GO:0016581,,6
GO:0016584,,5
GO:0016586,,10
GO:0016589,,4
GO:0016590,,3
GO:0016591,,99
GO:0016592,,28
GO:0016593,,8
GO:0016594,,9
GO:0016595,,8
GO:0016596,,1
GO:0016597,,38
GO:0016598,,1
GO:0016600,,5
GO:0016601,,17
GO:0016602,,2
GO:0016603,,2
GO:0016604,,424
GO:0016605,,41
GO:0016607,,238
GO:0016614,,78
GO:0016615,,8
GO:0016616,,64
GO:0016618,,1
GO:0016620,,18
GO:0016623,,2
GO:0016624,,9
GO:0016627,,49
GO:0016628,,19
GO:0016634,,3
GO:0016635,,6
GO:0016638,,14
GO:0016639,,2
GO:0016641,,9
GO:0016642,,1
GO:0016645,,19
GO:0016646,,10
GO:0016647,,2
GO:0016648,,1
GO:0016649,,3
GO:0016651,,68
GO:0016652,,2
GO:0016653,,3
GO:0016655,,32
GO:0016657,,2
GO:0016661,,6
GO:0016662,,1
GO:0016663,,1
GO:0016667,,46
GO:0016668,,17
GO:0016670,,6
GO:0016671,,7
GO:0016672,,2
GO:0016675,,8
GO:0016676,,8
GO:0016679,,6
GO:0016681,,6
GO:0016684,,25
GO:0016701,,14
GO:0016702,,13
GO:0016705,,82
GO:0016706,,37
GO:0016709,,25
GO:0016714,,5
GO:0016715,,2
GO:0016717,,3
GO:0016721,,2
GO:0016722,,8
GO:0016723,,3
GO:0016724,,3
GO:0016725,,8
GO:0016726,,2
GO:0016727,,1
GO:0016728,,2
GO:0016730,,1
GO:0016731,,1
GO:0016740,,1171
GO:0016741,,133
GO:0016742,,9
GO:0016743,,2
GO:0016744,,4
GO:0016746,,113
GO:0016747,,103
GO:0016748,,2
GO:0016749,,1
GO:0016751,,1
GO:0016755,,5
GO:0016757,,127
GO:0016758,,100
GO:0016763,,29
GO:0016765,,37
GO:0016768,,1
GO:0016769,,17
GO:0016772,,486
GO:0016773,,341
GO:0016774,,1
GO:0016775,,2
GO:0016776,,26
GO:0016778,,4
GO:0016779,,91
GO:0016780,,20
GO:0016781,,1
GO:0016782,,24
GO:0016783,,9
GO:0016784,,1
GO:0016787,,1314
GO:0016788,,435
GO:0016790,,28
GO:0016791,,144
GO:0016793,,1
GO:0016794,,1
GO:0016796,,61
GO:0016798,,74
GO:0016799,,12
GO:0016801,,6
GO:0016802,,1
GO:0016803,,5
GO:0016805,,6
GO:0016807,,2
GO:0016810,,93
GO:0016811,,64
GO:0016812,,5
GO:0016813,,5
GO:0016814,,17
GO:0016815,,1
GO:0016817,,502
GO:0016818,,502
GO:0016819,,1
GO:0016822,,8
GO:0016823,,8
GO:0016824,,2
GO:0016829,,103
GO:0016830,,35
GO:0016831,,21
GO:0016832,,7
GO:0016833,,4
GO:0016835,,40
GO:0016836,,30
GO:0016838,,1
GO:0016840,,10
GO:0016841,,4
GO:0016842,,6
GO:0016846,,4
GO:0016849,,13
GO:0016853,,97
GO:0016854,,8
GO:0016855,,1
GO:0016857,,4
GO:0016859,,28
GO:0016860,,39
GO:0016861,,6
GO:0016863,,4
GO:0016864,,18
GO:0016866,,16
GO:0016868,,5
GO:0016872,,1
GO:0016874,,113
GO:0016875,,23
GO:0016877,,31
GO:0016878,,22
GO:0016879,,46
GO:0016880,,4
GO:0016881,,23
GO:0016882,,3
GO:0016884,,7
GO:0016885,,6
GO:0016886,,8
GO:0016887,,322
GO:0016888,,9
GO:0016889,,3
GO:0016891,,27
GO:0016892,,7
GO:0016893,,32
GO:0016894,,10
GO:0016895,,25
GO:0016896,,43
GO:0016899,,4
GO:0016900,,1
GO:0016901,,2
GO:0016903,,28
GO:0016909,,4
GO:0016917,,3
GO:0016918,,7
GO:0016922,,15
GO:0016925,,14
GO:0016926,,3
GO:0016929,,2
GO:0016936,,7
GO:0016937,,1
GO:0016938,,3
GO:0016939,,4
GO:0016971,,2
GO:0016972,,3
GO:0016973,,12
GO:0016979,,1
GO:0016992,,1
GO:0016997,,6
GO:0016998,,1
GO:0016999,,79
GO:0017000,,8
GO:0017001,,22
GO:0017002,,4
GO:0017003,,1
GO:0017004,,25
GO:0017005,,2
GO:0017006,,1
GO:0017014,,3
GO:0017015,,59
GO:0017016,,286
GO:0017017,,2
GO:0017018,,6
GO:0017020,,1
GO:0017022,,66
GO:0017025,,20
GO:0017034,,5
GO:0017038,,118
GO:0017040,,2
GO:0017042,,2
GO:0017046,,5
GO:0017048,,86
GO:0017049,,5
GO:0017050,,1
GO:0017053,,51
GO:0017056,,17
GO:0017057,,2
GO:0017059,,5
GO:0017060,,2
GO:0017061,,1
GO:0017062,,6
GO:0017064,,4
GO:0017065,,1
GO:0017069,,40
GO:0017070,,12
GO:0017075,,13
GO:0017076,,398
GO:0017077,,1
GO:0017080,,14
GO:0017081,,8
GO:0017085,,24
GO:0017086,,4
GO:0017087,,2
GO:0017089,,3
GO:0017090,,1
GO:0017091,,12
GO:0017095,,2
GO:0017099,,3
GO:0017101,,11
GO:0017102,,2
GO:0017108,,5
GO:0017109,,3
GO:0017110,,7
GO:0017111,,473
GO:0017112,,27
GO:0017113,,1
GO:0017116,,6
GO:0017117,,1
GO:0017119,,13
GO:0017121,,9
GO:0017124,,58
GO:0017125,,3
GO:0017126,,2
GO:0017127,,5
GO:0017128,,8
GO:0017130,,2
GO:0017133,,4
GO:0017134,,18
GO:0017136,,5
GO:0017137,,130
GO:0017144,,396
GO:0017145,,98
GO:0017146,,4
GO:0017147,,10
GO:0017148,,80
GO:0017150,,8
GO:0017151,,19
GO:0017153,,3
GO:0017156,,70
GO:0017157,,91
GO:0017158,,33
GO:0017160,,15
GO:0017161,,1
GO:0017162,,7
GO:0017166,,4
GO:0017168,,1
GO:0017169,,10
GO:0017171,,40
GO:0017172,,1
GO:0017177,,1
GO:0017178,,1
GO:0017182,,4
GO:0017183,,4
GO:0017185,,5
GO:0017186,,2
GO:0017187,,2
GO:0017196,,6
GO:0017198,,1
GO:0018002,,1
GO:0018008,,1
GO:0018009,,2
GO:0018011,,1
GO:0018012,,1
GO:0018013,,1
GO:0018016,,1
GO:0018022,,54
GO:0018023,,21
GO:0018024,,18
GO:0018025,,1
GO:0018026,,6
GO:0018027,,10
GO:0018032,,1
GO:0018054,,2
GO:0018057,,1
GO:0018063,,1
GO:0018065,,8
GO:0018076,,1
GO:0018094,,10
GO:0018095,,12
GO:0018103,,3
GO:0018105,,109
GO:0018107,,55
GO:0018108,,63
GO:0018114,,1
GO:0018117,,1
GO:0018119,,2
GO:0018125,,1
GO:0018126,,13
GO:0018130,,828
GO:0018146,,2
GO:0018149,,6
GO:0018158,,6
GO:0018171,,3
GO:0018175,,1
GO:0018192,,1
GO:0018193,,466
GO:0018194,,1
GO:0018195,,18
GO:0018196,,22
GO:0018197,,6
GO:0018198,,13
GO:0018199,,2
GO:0018200,,24
GO:0018201,,2
GO:0018202,,5
GO:0018205,,166
GO:0018206,,9
GO:0018208,,30
GO:0018209,,117
GO:0018210,,57
GO:0018211,,3
GO:0018212,,63
GO:0018214,,2
GO:0018216,,11
GO:0018217,,1
GO:0018230,,4
GO:0018231,,4
GO:0018242,,2
GO:0018243,,2
GO:0018258,,2
GO:0018271,,1
GO:0018272,,1
GO:0018279,,21
GO:0018282,,2
GO:0018283,,2
GO:0018307,,2
GO:0018312,,3
GO:0018315,,1
GO:0018317,,3
GO:0018323,,1
GO:0018335,,4
GO:0018342,,9
GO:0018343,,4
GO:0018344,,6
GO:0018345,,16
GO:0018352,,1
GO:0018364,,2
GO:0018377,,2
GO:0018393,,81
GO:0018394,,82
GO:0018395,,2
GO:0018401,,3
GO:0018406,,3
GO:0018410,,15
GO:0018423,,1
GO:0018444,,1
GO:0018455,,3
GO:0018467,,1
GO:0018478,,1
GO:0018738,,1
GO:0018773,,3
GO:0018812,,4
GO:0018872,,1
GO:0018879,,3
GO:0018885,,1
GO:0018894,,1
GO:0018904,,9
GO:0018924,,1
GO:0018958,,54
GO:0018960,,2
GO:0018963,,1
GO:0018964,,2
GO:0018985,,1
GO:0018990,,1
GO:0018991,,59
GO:0018992,,23
GO:0018993,,10
GO:0018995,,10
GO:0018996,,20
GO:0019001,,120
GO:0019002,,1
GO:0019003,,44
GO:0019005,,40
GO:0019008,,3
GO:0019034,,2
GO:0019042,,6
GO:0019043,,6
GO:0019048,,18
GO:0019050,,2
GO:0019054,,12
GO:0019058,,63
GO:0019060,,1
GO:0019068,,22
GO:0019072,,2
GO:0019074,,2
GO:0019076,,2
GO:0019079,,15
GO:0019080,,22
GO:0019081,,16
GO:0019082,,3
GO:0019083,,3
GO:0019085,,2
GO:0019086,,2
GO:0019087,,2
GO:0019089,,1
GO:0019094,,28
GO:0019098,,124
GO:0019099,,5
GO:0019100,,5
GO:0019101,,1
GO:0019102,,2
GO:0019103,,6
GO:0019104,,10
GO:0019107,,1
GO:0019118,,1
GO:0019119,,1
GO:0019120,,2
GO:0019135,,1
GO:0019136,,1
GO:0019145,,1
GO:0019153,,1
GO:0019157,,2
GO:0019158,,1
GO:0019166,,4
GO:0019184,,12
GO:0019185,,3
GO:0019187,,1
GO:0019198,,3
GO:0019199,,21
GO:0019200,,13
GO:0019202,,1
GO:0019203,,5
GO:0019205,,35
GO:0019206,,9
GO:0019207,,114
GO:0019208,,35
GO:0019209,,44
GO:0019210,,44
GO:0019211,,5
GO:0019212,,12
GO:0019213,,38
GO:0019215,,5
GO:0019216,,221
GO:0019217,,46
GO:0019218,,64
GO:0019219,,1574
GO:0019220,,777
GO:0019221,,138
GO:0019222,,2801
GO:0019226,,20
GO:0019227,,2
GO:0019228,,12
GO:0019229,,39
GO:0019230,,3
GO:0019233,,57
GO:0019236,,4
GO:0019237,,5
GO:0019238,,5
GO:0019239,,13
GO:0019240,,3
GO:0019242,,1
GO:0019243,,1
GO:0019244,,1
GO:0019249,,4
GO:0019254,,2
GO:0019255,,3
GO:0019262,,2
GO:0019264,,3
GO:0019265,,2
GO:0019276,,2
GO:0019287,,2
GO:0019290,,1
GO:0019310,,1
GO:0019317,,8
GO:0019318,,93
GO:0019319,,27
GO:0019320,,37
GO:0019321,,11
GO:0019322,,5
GO:0019323,,4
GO:0019336,,5
GO:0019343,,1
GO:0019344,,1
GO:0019346,,4
GO:0019348,,6
GO:0019355,,2
GO:0019359,,40
GO:0019362,,87
GO:0019363,,40
GO:0019364,,1
GO:0019367,,1
GO:0019368,,1
GO:0019369,,28
GO:0019370,,6
GO:0019371,,15
GO:0019372,,10
GO:0019374,,5
GO:0019375,,3
GO:0019377,,11
GO:0019388,,11
GO:0019389,,2
GO:0019391,,1
GO:0019395,,57
GO:0019400,,11
GO:0019401,,4
GO:0019402,,1
GO:0019405,,3
GO:0019408,,4
GO:0019413,,3
GO:0019417,,1
GO:0019418,,3
GO:0019428,,1
GO:0019430,,8
GO:0019432,,13
GO:0019433,,12
GO:0019438,,821
GO:0019439,,328
GO:0019441,,4
GO:0019442,,3
GO:0019448,,2
GO:0019452,,1
GO:0019464,,3
GO:0019470,,4
GO:0019471,,9
GO:0019474,,1
GO:0019477,,2
GO:0019481,,1
GO:0019482,,2
GO:0019483,,2
GO:0019509,,4
GO:0019510,,1
GO:0019511,,4
GO:0019516,,2
GO:0019518,,1
GO:0019530,,4
GO:0019531,,3
GO:0019532,,4
GO:0019534,,2
GO:0019538,,2122
GO:0019541,,5
GO:0019542,,3
GO:0019543,,2
GO:0019547,,1
GO:0019550,,2
GO:0019551,,3
GO:0019563,,3
GO:0019585,,8
GO:0019605,,1
GO:0019614,,3
GO:0019626,,4
GO:0019627,,7
GO:0019628,,1
GO:0019637,,642
GO:0019640,,4
GO:0019646,,7
GO:0019659,,3
GO:0019660,,3
GO:0019661,,3
GO:0019666,,3
GO:0019673,,6
GO:0019674,,43
GO:0019676,,3
GO:0019682,,18
GO:0019692,,21
GO:0019693,,310
GO:0019694,,4
GO:0019695,,7
GO:0019706,,11
GO:0019707,,11
GO:0019720,,4
GO:0019722,,70
GO:0019724,,16
GO:0019725,,439
GO:0019730,,24
GO:0019731,,9
GO:0019732,,2
GO:0019740,,3
GO:0019747,,4
GO:0019748,,73
GO:0019749,,2
GO:0019751,,67
GO:0019752,,537
GO:0019755,,5
GO:0019773,,7
GO:0019774,,8
GO:0019776,,2
GO:0019777,,2
GO:0019778,,1
GO:0019779,,1
GO:0019781,,2
GO:0019783,,67
GO:0019784,,5
GO:0019785,,1
GO:0019787,,244
GO:0019788,,6
GO:0019789,,7
GO:0019798,,2
GO:0019799,,1
GO:0019800,,1
GO:0019805,,4
GO:0019808,,3
GO:0019810,,3
GO:0019814,,1
GO:0019815,,1
GO:0019825,,9
GO:0019826,,2
GO:0019827,,141
GO:0019828,,1
GO:0019829,,33
GO:0019835,,1
GO:0019838,,49
GO:0019840,,12
GO:0019841,,6
GO:0019842,,50
GO:0019843,,40
GO:0019852,,8
GO:0019853,,4
GO:0019855,,3
GO:0019856,,8
GO:0019857,,1
GO:0019858,,2
GO:0019859,,4
GO:0019860,,4
GO:0019864,,1
GO:0019865,,1
GO:0019866,,296
GO:0019867,,107
GO:0019869,,5
GO:0019870,,5
GO:0019871,,5
GO:0019878,,1
GO:0019882,,78
GO:0019883,,1
GO:0019884,,60
GO:0019886,,49
GO:0019887,,103
GO:0019888,,29
GO:0019889,,4
GO:0019894,,35
GO:0019896,,15
GO:0019897,,77
GO:0019898,,155
GO:0019899,,1278
GO:0019900,,419
GO:0019901,,388
GO:0019902,,120
GO:0019903,,99
GO:0019904,,410
GO:0019905,,57
GO:0019907,,2
GO:0019908,,6
GO:0019910,,4
GO:0019912,,1
GO:0019915,,39
GO:0019918,,5
GO:0019919,,6
GO:0019932,,101
GO:0019933,,21
GO:0019934,,9
GO:0019935,,28
GO:0019941,,323
GO:0019948,,3
GO:0019953,,976
GO:0019955,,19
GO:0019956,,3
GO:0019957,,1
GO:0019958,,2
GO:0019959,,2
GO:0019961,,1
GO:0019964,,1
GO:0019966,,2
GO:0019985,,30
GO:0019988,,1
GO:0019991,,10
GO:0019992,,6
GO:0020003,,3
GO:0020005,,1
GO:0020016,,2
GO:0020018,,2
GO:0020021,,1
GO:0020027,,10
GO:0020037,,42
GO:0021501,,3
GO:0021502,,2
GO:0021506,,1
GO:0021508,,5
GO:0021510,,54
GO:0021511,,16
GO:0021512,,2
GO:0021513,,14
GO:0021514,,9
GO:0021515,,24
GO:0021516,,8
GO:0021517,,23
GO:0021519,,2
GO:0021520,,7
GO:0021521,,7
GO:0021522,,19
GO:0021523,,2
GO:0021524,,1
GO:0021527,,5
GO:0021529,,2
GO:0021532,,24
GO:0021533,,7
GO:0021534,,6
GO:0021535,,9
GO:0021536,,43
GO:0021537,,129
GO:0021538,,5
GO:0021539,,3
GO:0021540,,1
GO:0021542,,6
GO:0021543,,102
GO:0021544,,7
GO:0021545,,22
GO:0021546,,5
GO:0021547,,1
GO:0021548,,6
GO:0021549,,56
GO:0021550,,1
GO:0021551,,8
GO:0021552,,1
GO:0021553,,4
GO:0021554,,7
GO:0021555,,2
GO:0021559,,2
GO:0021561,,2
GO:0021562,,1
GO:0021564,,1
GO:0021566,,2
GO:0021575,,21
GO:0021577,,1
GO:0021578,,4
GO:0021586,,2
GO:0021587,,21
GO:0021589,,1
GO:0021590,,2
GO:0021591,,24
GO:0021592,,2
GO:0021593,,5
GO:0021594,,4
GO:0021602,,13
GO:0021603,,4
GO:0021604,,3
GO:0021610,,2
GO:0021618,,2
GO:0021626,,4
GO:0021627,,3
GO:0021628,,3
GO:0021631,,5
GO:0021633,,3
GO:0021636,,1
GO:0021644,,1
GO:0021648,,1
GO:0021650,,1
GO:0021654,,4
GO:0021670,,7
GO:0021675,,34
GO:0021678,,3
GO:0021680,,18
GO:0021681,,7
GO:0021683,,6
GO:0021684,,4
GO:0021685,,2
GO:0021691,,2
GO:0021692,,9
GO:0021693,,2
GO:0021694,,6
GO:0021695,,28
GO:0021696,,14
GO:0021697,,10
GO:0021698,,3
GO:0021699,,2
GO:0021700,,254
GO:0021702,,6
GO:0021707,,4
GO:0021730,,1
GO:0021740,,1
GO:0021744,,1
GO:0021747,,3
GO:0021756,,7
GO:0021757,,1
GO:0021758,,1
GO:0021759,,1
GO:0021761,,64
GO:0021762,,6
GO:0021763,,1
GO:0021764,,2
GO:0021766,,46
GO:0021769,,4
GO:0021772,,18
GO:0021775,,1
GO:0021776,,1
GO:0021778,,1
GO:0021779,,1
GO:0021780,,1
GO:0021781,,5
GO:0021782,,47
GO:0021783,,3
GO:0021785,,2
GO:0021794,,9
GO:0021795,,26
GO:0021796,,4
GO:0021797,,1
GO:0021798,,2
GO:0021799,,15
GO:0021800,,5
GO:0021801,,8
GO:0021814,,3
GO:0021815,,2
GO:0021816,,1
GO:0021817,,1
GO:0021819,,5
GO:0021823,,3
GO:0021825,,3
GO:0021826,,2
GO:0021827,,3
GO:0021830,,2
GO:0021831,,1
GO:0021837,,3
GO:0021843,,2
GO:0021846,,17
GO:0021847,,3
GO:0021849,,1
GO:0021852,,1
GO:0021853,,2
GO:0021854,,14
GO:0021855,,1
GO:0021858,,1
GO:0021859,,9
GO:0021860,,9
GO:0021861,,5
GO:0021869,,6
GO:0021870,,1
GO:0021871,,8
GO:0021872,,29
GO:0021873,,6
GO:0021874,,1
GO:0021877,,4
GO:0021879,,22
GO:0021881,,1
GO:0021884,,14
GO:0021885,,28
GO:0021886,,1
GO:0021888,,1
GO:0021889,,6
GO:0021891,,5
GO:0021892,,2
GO:0021894,,2
GO:0021895,,6
GO:0021896,,1
GO:0021897,,1
GO:0021898,,2
GO:0021899,,1
GO:0021902,,1
GO:0021903,,10
GO:0021904,,13
GO:0021905,,1
GO:0021910,,1
GO:0021912,,1
GO:0021913,,1
GO:0021914,,3
GO:0021915,,109
GO:0021917,,1
GO:0021918,,1
GO:0021919,,2
GO:0021921,,1
GO:0021924,,6
GO:0021930,,6
GO:0021932,,7
GO:0021934,,1
GO:0021935,,1
GO:0021936,,3
GO:0021937,,2
GO:0021938,,2
GO:0021940,,3
GO:0021942,,4
GO:0021943,,3
GO:0021952,,11
GO:0021953,,75
GO:0021954,,37
GO:0021955,,18
GO:0021956,,1
GO:0021957,,1
GO:0021960,,3
GO:0021965,,2
GO:0021978,,6
GO:0021979,,5
GO:0021983,,24
GO:0021984,,10
GO:0021985,,2
GO:0021986,,5
GO:0021987,,73
GO:0021988,,18
GO:0021993,,1
GO:0021995,,1
GO:0021997,,2
GO:0021998,,2
GO:0021999,,4
GO:0022001,,2
GO:0022002,,2
GO:0022006,,2
GO:0022007,,2
GO:0022008,,1090
GO:0022009,,1
GO:0022010,,9
GO:0022011,,11
GO:0022027,,6
GO:0022028,,6
GO:0022029,,28
GO:0022030,,8
GO:0022037,,62
GO:0022038,,6
GO:0022400,,16
GO:0022401,,11
GO:0022402,,787
GO:0022404,,55
GO:0022405,,38
GO:0022406,,108
GO:0022407,,117
GO:0022408,,52
GO:0022409,,66
GO:0022410,,8
GO:0022411,,248
GO:0022412,,753
GO:0022414,,1302
GO:0022416,,49
GO:0022417,,5
GO:0022600,,22
GO:0022602,,25
GO:0022603,,516
GO:0022604,,302
GO:0022605,,6
GO:0022606,,2
GO:0022607,,1548
GO:0022608,,1
GO:0022609,,1
GO:0022610,,187
GO:0022611,,23
GO:0022612,,99
GO:0022613,,366
GO:0022614,,1
GO:0022615,,3
GO:0022616,,26
GO:0022617,,19
GO:0022618,,186
GO:0022622,,1
GO:0022624,,22
GO:0022625,,55
GO:0022626,,95
GO:0022627,,35
GO:0022803,,114
GO:0022804,,144
GO:0022821,,7
GO:0022824,,6
GO:0022829,,1
GO:0022832,,43
GO:0022834,,33
GO:0022835,,6
GO:0022836,,79
GO:0022838,,108
GO:0022839,,73
GO:0022840,,5
GO:0022841,,3
GO:0022842,,5
GO:0022843,,34
GO:0022849,,2
GO:0022851,,2
GO:0022853,,35
GO:0022857,,369
GO:0022858,,2
GO:0022883,,1
GO:0022884,,16
GO:0022889,,2
GO:0022890,,207
GO:0022898,,94
GO:0022900,,110
GO:0022904,,66
GO:0023014,,158
GO:0023016,,1
GO:0023019,,4
GO:0023021,,5
GO:0023023,,1
GO:0023025,,1
GO:0023029,,1
GO:0023030,,1
GO:0023035,,1
GO:0023041,,10
GO:0023051,,1563
GO:0023052,,1625
GO:0023056,,815
GO:0023057,,711
GO:0023058,,16
GO:0023061,,129
GO:0030001,,249
GO:0030002,,15
GO:0030003,,259
GO:0030004,,66
GO:0030007,,7
GO:0030008,,9
GO:0030010,,112
GO:0030011,,28
GO:0030014,,13
GO:0030015,,5
GO:0030016,,106
GO:0030017,,88
GO:0030018,,53
GO:0030026,,3
GO:0030027,,95
GO:0030029,,314
GO:0030030,,800
GO:0030031,,336
GO:0030032,,22
GO:0030033,,9
GO:0030034,,2
GO:0030035,,6
GO:0030036,,279
GO:0030037,,4
GO:0030038,,12
GO:0030041,,12
GO:0030042,,6
GO:0030043,,1
