genes,merge,zscore,collection_date,parents,group,hpf,stage,leachate,leachate_mgL,spawn_night,cluster
Montipora_capitata_HIv3___TS.g35729.t1a,earlygastrulacontrol,1.3927471825441038,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g23104.t1,earlygastrulacontrol,1.3291683037494617,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___TS.g37159.t1,earlygastrulacontrol,0.6310346795882951,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.27502_t,earlygastrulacontrol,1.2945573507865191,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g28322.t1,earlygastrulacontrol,-1.1510228523754964,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g29575.t1,earlygastrulacontrol,1.1996311438039367,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g30158.t1,earlygastrulacontrol,1.2080762160760556,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g31500.t1,earlygastrulacontrol,0.12102114685184351,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g49798.t1,earlygastrulacontrol,1.3104622513944475,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g39019.t1,earlygastrulacontrol,1.2500900348919546,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g39730.t1,earlygastrulacontrol,0.8288626440784929,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g15857.t1,earlygastrulacontrol,1.3220523369237986,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g17086.t1,earlygastrulacontrol,1.3429895136738657,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g35661.t1,earlygastrulacontrol,1.2878270500150957,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g36979.t1,earlygastrulacontrol,-1.2777597636236655,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g7741.t1,earlygastrulacontrol,1.3120509776476335,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g15509.t1,earlygastrulacontrol,-1.2324059884378824,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g9870.t1,earlygastrulacontrol,0.9419051578085822,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g12860.t1,earlygastrulacontrol,0.8705199351831564,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g5394.t1,earlygastrulacontrol,0.7826817013364351,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g9530.t2,earlygastrulacontrol,-0.18774215667462657,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,2
Montipora_capitata_HIv3___TS.g38156.t1c,earlygastrulacontrol,0.7878393691368577,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g40947.t1,earlygastrulacontrol,0.2091486720263464,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,2
Montipora_capitata_HIv3___TS.g50653.t2,earlygastrulacontrol,0.880041856255124,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___TS.g22153.t1,earlygastrulacontrol,0.20879807893703883,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g45000.t1,earlygastrulacontrol,0.7021295334340026,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___TS.g46137.t1a,earlygastrulacontrol,0.6969211067987702,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g20689.t1,earlygastrulacontrol,0.30948693609754535,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g22859.t1,earlygastrulacontrol,0.007347209080619032,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g23082.t1,earlygastrulacontrol,0.9609615400429287,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___TS.g24480.t2,earlygastrulacontrol,0.5453545864926979,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g34657.t1,earlygastrulacontrol,0.9337527280018134,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g46103.t2,earlygastrulacontrol,0.8726514135473127,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g48280.t1,earlygastrulacontrol,1.2956070243613589,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g16310.t1,earlygastrulacontrol,-0.046541856323437505,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,2
Montipora_capitata_HIv3___TS.g13257.t2,earlygastrulacontrol,0.45620303942686014,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g18108.t1,earlygastrulacontrol,0.4034170179918674,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g35361.t1,earlygastrulacontrol,1.06897737365662,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g6455.t1,earlygastrulacontrol,0.9696852335572752,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g6929.t1,earlygastrulacontrol,0.7103765743426522,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g7364.t1,earlygastrulacontrol,1.1112571927952606,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g467.t1,earlygastrulacontrol,1.060012140230455,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g527.t1b,earlygastrulacontrol,1.2284688297940103,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g648.t1,earlygastrulacontrol,1.2460889298040971,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___TS.g40145.t1,earlygastrulacontrol,1.2063390991793856,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g3338.t1,earlygastrulacontrol,1.224653388612752,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g24646.t1,earlygastrulacontrol,1.3352300739521432,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___TS.g7987.t1,earlygastrulacontrol,1.3240670130902306,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___TS.g8488.t1b,earlygastrulacontrol,-0.25148742017128334,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g26524.t1,earlygastrulacontrol,1.26494666130918,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g26744.t1,earlygastrulacontrol,0.831432943190401,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g26803.t1,earlygastrulacontrol,1.2679285144796437,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g41271.t2,earlygastrulacontrol,0.5757263630965357,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g41261.t1,earlygastrulacontrol,1.2948056370800392,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g41393.t1,earlygastrulacontrol,0.9227039307634513,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g41524.t1,earlygastrulacontrol,1.230705695089551,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g13110.t1,earlygastrulacontrol,1.230459725394259,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g13590.t1,earlygastrulacontrol,1.1267649503020871,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g27612.t1,earlygastrulacontrol,1.288033028625338,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g27935.t1,earlygastrulacontrol,0.5038357052751553,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g30106.t1a,earlygastrulacontrol,1.2012140641740356,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___TS.g14781.t1,earlygastrulacontrol,0.7003835097924929,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g33355.t1,earlygastrulacontrol,1.3321002087695044,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g33365.t1,earlygastrulacontrol,1.1574425744920052,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g48712.t1,earlygastrulacontrol,1.3991722820824015,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g37643.t1,earlygastrulacontrol,0.5647789460221313,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g15684.t2,earlygastrulacontrol,0.5014686799290137,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g15737.t1,earlygastrulacontrol,1.3188087850531496,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g15754.t1,earlygastrulacontrol,1.1398508426804768,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g35079.t1,earlygastrulacontrol,1.2954504023722073,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___TS.g5420.t1,earlygastrulacontrol,0.18979180288659736,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g8271.t1,earlygastrulacontrol,0.8406462240637224,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g40180.t1,earlygastrulacontrol,0.7154168704730118,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g44142.t1,earlygastrulacontrol,0.33963743292999177,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g27818.t1,earlygastrulacontrol,0.939278107492504,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g18416.t1,earlygastrulacontrol,1.0442640145941924,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g35029.t1,earlygastrulacontrol,1.1258325568498542,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g35090.t1,earlygastrulacontrol,0.7558406266715727,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,1
Montipora_capitata_HIv3___TS.g29264.t2,earlygastrulacontrol,-1.270312619751144,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g1190.t1,earlygastrulacontrol,-1.281517090075048,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g27062.t1,earlygastrulacontrol,-1.2807323545808926,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g27120.t1,earlygastrulacontrol,-1.265947594184653,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g43906.t1,earlygastrulacontrol,-1.2102870190167219,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g15018.t1,earlygastrulacontrol,-1.179949927853372,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g44669.t1,earlygastrulacontrol,-1.2049988007994281,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g44974.t1,earlygastrulacontrol,-1.148555525840367,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g45032.t2,earlygastrulacontrol,-1.1627182125648596,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g21605.t1,earlygastrulacontrol,-1.213701653238721,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g22595.t1,earlygastrulacontrol,-1.0349571640691748,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___TS.g37202.t2a,earlygastrulacontrol,-1.0169559851548116,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g29121.t1,earlygastrulacontrol,-1.1511875346113574,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g33482.t1,earlygastrulacontrol,-1.155633906851972,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g33790.t1,earlygastrulacontrol,-1.264229664880249,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g34110.t1,earlygastrulacontrol,-1.224562481762241,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g34187.t2,earlygastrulacontrol,-1.3183006290000454,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g46220.t1,earlygastrulacontrol,-1.1843691748272867,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g47022.t1,earlygastrulacontrol,-1.2445119128716795,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g48479.t1,earlygastrulacontrol,-1.2367761120017975,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g38474.t1,earlygastrulacontrol,-1.308432962334996,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g38999.t1,earlygastrulacontrol,-1.2146953238035798,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___TS.g5110.t1,earlygastrulacontrol,-1.1832377341073703,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g36323.t1,earlygastrulacontrol,-1.2129593300846913,2024-07-08,101112,C14,14,earlygastrula,control,0,July_8th,3
Montipora_capitata_HIv3___TS.g28558.t3a,cleavagecontrol,-1.4507906454119999,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___TS.g9507.t1,cleavagecontrol,-0.9545509554869098,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,2
Montipora_capitata_HIv3___TS.g9699.t2,cleavagecontrol,-0.3184073440774158,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g40764.t1,cleavagecontrol,-0.4423294303290579,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___TS.g48661.t1,cleavagecontrol,-1.915392534675204,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,2
Montipora_capitata_HIv3___TS.g45793.t1b,cleavagecontrol,-0.8629069381779582,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g20824.t1a,cleavagecontrol,-0.6633644104371358,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g28195.t1,cleavagecontrol,-0.7104942254645914,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___TS.g15697.t1,cleavagecontrol,-0.9833805066291877,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g47569.t1,cleavagecontrol,-1.2789230213441651,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g39262.t1,cleavagecontrol,-0.36897447603022493,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g18178.t1,cleavagecontrol,-0.9383674327687933,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g35580.t1,cleavagecontrol,-1.0212282500182208,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g5198.t1,cleavagecontrol,-0.6409178105753673,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g6962.t1,cleavagecontrol,1.089834049225316,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g8767.t1,cleavagecontrol,-0.8569441990397154,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g11410.t1,cleavagecontrol,-1.2670598629265555,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g11828.t1,cleavagecontrol,-0.9593096962104112,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g516.t1,cleavagecontrol,-1.8359299595743928,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g24243.t1,cleavagecontrol,-1.5734559561373107,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g44004.t1,cleavagecontrol,1.2743393743301714,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g15143.t1,cleavagecontrol,0.8459101702011295,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g19248.t1,cleavagecontrol,1.2921533529490208,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g19868.t1,cleavagecontrol,-1.1232616249780538,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g19903.t1,cleavagecontrol,-1.1089189000712865,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___TS.g33656.t1,cleavagecontrol,-1.02564720002027,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___TS.g35729.t1a,cleavagecontrol,-0.8386517933033837,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g23104.t1,cleavagecontrol,-1.0393304788468902,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___TS.g37159.t1,cleavagecontrol,-1.7025949607770774,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.27502_t,cleavagecontrol,-0.9510821512817672,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g28322.t1,cleavagecontrol,1.2454137338584066,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g29575.t1,cleavagecontrol,-0.9598143687482468,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g30158.t1,cleavagecontrol,-0.9737205956869833,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g31500.t1,cleavagecontrol,-0.7740871614969381,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,2
Montipora_capitata_HIv3___RNAseq.g49798.t1,cleavagecontrol,-1.0119742570768877,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g39019.t1,cleavagecontrol,-1.0181868376481737,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g39730.t1,cleavagecontrol,-1.3574576436926407,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g15857.t1,cleavagecontrol,-1.1063724045165033,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g17086.t1,cleavagecontrol,-0.9356674249213159,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g35661.t1,cleavagecontrol,-1.046837216923858,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g36979.t1,cleavagecontrol,1.2103815665204642,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g7741.t1,cleavagecontrol,-0.995392757572381,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g15509.t1,cleavagecontrol,1.1922399497116356,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,3
Montipora_capitata_HIv3___RNAseq.g9870.t1,cleavagecontrol,-2.239712586718018,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g12860.t1,cleavagecontrol,-2.2052090422214414,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g5394.t1,cleavagecontrol,-1.9597562079172186,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
Montipora_capitata_HIv3___RNAseq.g9530.t2,cleavagecontrol,-1.3047334091058327,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,2
Montipora_capitata_HIv3___TS.g38156.t1c,cleavagecontrol,-1.7198133125102741,2024-07-08,101112,C4,4,cleavage,control,0,July_8th,1
