genes,merge,zscore,collection_date,parents,group,hpf,stage,leachate,leachate_mgL,spawn_night,cluster
Montipora_capitata_HIv3___RNAseq.g35580.t1,earlygastrulalow,1.4402201813540847,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g5198.t1,earlygastrulalow,0.8598446255591223,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g6962.t1,earlygastrulalow,-0.7515044550111395,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g8767.t1,earlygastrulalow,1.4562028779531493,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g11410.t1,earlygastrulalow,1.3446141525903141,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g11828.t1,earlygastrulalow,1.3962690050122548,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g516.t1,earlygastrulalow,0.11934242706883931,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g24243.t1,earlygastrulalow,0.6167057215097299,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g44004.t1,earlygastrulalow,-1.194185903952181,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g15143.t1,earlygastrulalow,-0.879830686325087,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g19248.t1,earlygastrulalow,-1.2983787178269965,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g19868.t1,earlygastrulalow,1.5980645918838063,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g19903.t1,earlygastrulalow,1.2703771226394085,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___TS.g33656.t1,earlygastrulalow,1.2916500730567724,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___TS.g35729.t1a,earlygastrulalow,1.3568359051784262,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g23104.t1,earlygastrulalow,1.4249023282791426,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___TS.g37159.t1,earlygastrulalow,0.49932069982237265,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.27502_t,earlygastrulalow,1.3769230232423542,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g28322.t1,earlygastrulalow,-1.2156013989497656,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g29575.t1,earlygastrulalow,1.2385120543523889,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g30158.t1,earlygastrulalow,1.4304326861817598,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g31500.t1,earlygastrulalow,0.3938586139881336,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g49798.t1,earlygastrulalow,1.325583913239802,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g39019.t1,earlygastrulalow,1.397682790712257,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g39730.t1,earlygastrulalow,0.945199317974868,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g15857.t1,earlygastrulalow,1.4205461172530953,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g17086.t1,earlygastrulalow,1.4530361221196164,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g35661.t1,earlygastrulalow,1.33502857035739,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g36979.t1,earlygastrulalow,-1.2411470822436885,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g7741.t1,earlygastrulalow,1.4061981517537534,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g15509.t1,earlygastrulalow,-1.2829320067858936,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g9870.t1,earlygastrulalow,0.5502965397968548,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g12860.t1,earlygastrulalow,0.6753070790969854,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g5394.t1,earlygastrulalow,0.42121900706273907,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g9530.t2,earlygastrulalow,-0.2755608402252221,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,2
Montipora_capitata_HIv3___TS.g38156.t1c,earlygastrulalow,0.6853198494219682,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g40947.t1,earlygastrulalow,0.6688417947897894,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,2
Montipora_capitata_HIv3___TS.g50653.t2,earlygastrulalow,0.7440426554459163,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___TS.g22153.t1,earlygastrulalow,0.2289294176190832,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g45000.t1,earlygastrulalow,0.7028681327737872,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___TS.g46137.t1a,earlygastrulalow,0.4393663743773374,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g20689.t1,earlygastrulalow,-0.033242597146249706,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g22859.t1,earlygastrulalow,0.18885883707843354,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g23082.t1,earlygastrulalow,1.1747546442142394,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___TS.g24480.t2,earlygastrulalow,0.5599216771591629,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g34657.t1,earlygastrulalow,0.6025054687660789,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g46103.t2,earlygastrulalow,0.6843177418717216,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g48280.t1,earlygastrulalow,1.1685138350305857,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g16310.t1,earlygastrulalow,0.12709631996996973,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,2
Montipora_capitata_HIv3___TS.g13257.t2,earlygastrulalow,0.2623079913824544,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g18108.t1,earlygastrulalow,0.14956683969001333,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g35361.t1,earlygastrulalow,1.14455374952843,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g6455.t1,earlygastrulalow,0.8068266543088187,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g6929.t1,earlygastrulalow,0.455162014006293,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g7364.t1,earlygastrulalow,1.2236196956946692,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g467.t1,earlygastrulalow,1.4417746289180355,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g527.t1b,earlygastrulalow,1.2190841720697398,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g648.t1,earlygastrulalow,1.3712975449179394,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___TS.g40145.t1,earlygastrulalow,1.0075357685107855,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g3338.t1,earlygastrulalow,1.3579613184961155,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g24646.t1,earlygastrulalow,1.5607226158219822,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___TS.g7987.t1,earlygastrulalow,1.2281563390773762,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___TS.g8488.t1b,earlygastrulalow,-0.4357944075036693,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g26524.t1,earlygastrulalow,1.2950250408506436,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g26744.t1,earlygastrulalow,0.872661302012437,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g26803.t1,earlygastrulalow,1.3506787302659353,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g41271.t2,earlygastrulalow,0.48143859674885703,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g41261.t1,earlygastrulalow,1.520506870445092,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g41393.t1,earlygastrulalow,0.8783003663496903,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g41524.t1,earlygastrulalow,1.1949601262850886,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g13110.t1,earlygastrulalow,1.3428183571503158,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g13590.t1,earlygastrulalow,1.2730752272783254,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g27612.t1,earlygastrulalow,1.3148351536077705,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g27935.t1,earlygastrulalow,0.6475109622619717,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g30106.t1a,earlygastrulalow,1.381063092118706,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___TS.g14781.t1,earlygastrulalow,0.7319383130192928,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g33355.t1,earlygastrulalow,1.2875155301408427,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g33365.t1,earlygastrulalow,1.5337910471660192,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g48712.t1,earlygastrulalow,1.2734533943820392,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g37643.t1,earlygastrulalow,0.8635246143533253,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g15684.t2,earlygastrulalow,0.5965005223023961,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g15737.t1,earlygastrulalow,1.4393362193541355,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g15754.t1,earlygastrulalow,1.3483654506679283,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g35079.t1,earlygastrulalow,1.4376982294839744,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___TS.g5420.t1,earlygastrulalow,0.014274778617863419,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g8271.t1,earlygastrulalow,1.251106621174149,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g40180.t1,earlygastrulalow,0.7262152786697434,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g44142.t1,earlygastrulalow,0.386433841893933,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g27818.t1,earlygastrulalow,0.6457459561278714,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g18416.t1,earlygastrulalow,0.6579305057533466,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g35029.t1,earlygastrulalow,1.2620992891315497,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g35090.t1,earlygastrulalow,0.9468674450922631,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,1
Montipora_capitata_HIv3___TS.g29264.t2,earlygastrulalow,-1.2690529886912258,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g1190.t1,earlygastrulalow,-1.0803582098001552,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g27062.t1,earlygastrulalow,-1.1798360664837457,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g27120.t1,earlygastrulalow,-1.2599131740032261,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g43906.t1,earlygastrulalow,-1.1557999570669237,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g15018.t1,earlygastrulalow,-1.252065424105683,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g44669.t1,earlygastrulalow,-1.2802645036145424,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g44974.t1,earlygastrulalow,-1.31017632449641,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g45032.t2,earlygastrulalow,-1.1541698284699726,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g21605.t1,earlygastrulalow,-1.2952885192606571,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g22595.t1,earlygastrulalow,-1.0828747936252352,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___TS.g37202.t2a,earlygastrulalow,-0.9049892063660583,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g29121.t1,earlygastrulalow,-1.1442178526249516,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g33482.t1,earlygastrulalow,-1.0870174645391248,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g33790.t1,earlygastrulalow,-1.2746517824401462,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g34110.t1,earlygastrulalow,-1.2423127937874758,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g34187.t2,earlygastrulalow,-1.0935171943385742,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g46220.t1,earlygastrulalow,-1.2022273779783985,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g47022.t1,earlygastrulalow,-1.1646688936699183,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g48479.t1,earlygastrulalow,-1.171998178490161,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g38474.t1,earlygastrulalow,-1.2795127816156118,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g38999.t1,earlygastrulalow,-1.2491774209292181,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___TS.g5110.t1,earlygastrulalow,-1.2629230470912425,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g36323.t1,earlygastrulalow,-1.2395873630239178,2024-07-08,101112,L14,14,earlygastrula,low,0.01,July_8th,3
Montipora_capitata_HIv3___TS.g28558.t3a,cleavagelow,0.6897399935956302,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___TS.g9507.t1,cleavagelow,-2.41733650714851,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,2
Montipora_capitata_HIv3___TS.g9699.t2,cleavagelow,-2.0994907175303053,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g40764.t1,cleavagelow,-1.816480138746555,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___TS.g48661.t1,cleavagelow,-0.3029366613574498,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,2
Montipora_capitata_HIv3___TS.g45793.t1b,cleavagelow,-2.533866723340168,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g20824.t1a,cleavagelow,-2.1240169190838656,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g28195.t1,cleavagelow,-0.12356820730788018,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___TS.g15697.t1,cleavagelow,-2.6892179569692147,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g47569.t1,cleavagelow,-1.4934918406519773,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g39262.t1,cleavagelow,-2.659223018619368,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g18178.t1,cleavagelow,-2.4256381037825157,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g35580.t1,cleavagelow,-1.0434475754842991,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g5198.t1,cleavagelow,-1.6525910132909336,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g6962.t1,cleavagelow,2.0902934500107047,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g8767.t1,cleavagelow,-0.8177256923783448,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g11410.t1,cleavagelow,-0.9476059380709538,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g11828.t1,cleavagelow,-0.9707443218768471,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g516.t1,cleavagelow,-1.5443713977459923,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g24243.t1,cleavagelow,0.37053261118130093,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g44004.t1,cleavagelow,1.0599467883045768,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g15143.t1,cleavagelow,2.4040043796780277,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g19248.t1,cleavagelow,1.0336892279228096,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g19868.t1,cleavagelow,-0.6607295102973633,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g19903.t1,cleavagelow,-1.096618514527331,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___TS.g33656.t1,cleavagelow,-1.2015411093165589,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___TS.g35729.t1a,cleavagelow,-1.0942918100863286,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g23104.t1,cleavagelow,-1.0889927875662475,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___TS.g37159.t1,cleavagelow,-1.7508959803112376,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.27502_t,cleavagelow,-1.1849023869540278,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g28322.t1,cleavagelow,1.1797291682536655,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g29575.t1,cleavagelow,-1.6119824452616922,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g30158.t1,cleavagelow,-1.2179786894967588,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g31500.t1,cleavagelow,-2.513073395107702,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g49798.t1,cleavagelow,-1.111645265871835,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g39019.t1,cleavagelow,-0.9751481809570898,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g39730.t1,cleavagelow,-1.5900754695536106,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g15857.t1,cleavagelow,-1.1451420543891484,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g17086.t1,cleavagelow,-0.8537054767862486,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g35661.t1,cleavagelow,-1.2576750996674608,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g36979.t1,cleavagelow,1.079332155856474,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g7741.t1,cleavagelow,-0.9647613716232315,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g15509.t1,cleavagelow,1.0753218711356665,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,3
Montipora_capitata_HIv3___RNAseq.g9870.t1,cleavagelow,-0.6760860745816066,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g12860.t1,cleavagelow,-0.5346767414485735,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g5394.t1,cleavagelow,0.06698739765333032,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g9530.t2,cleavagelow,0.020412205041192576,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,2
Montipora_capitata_HIv3___TS.g38156.t1c,cleavagelow,-0.21124181008874737,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g40947.t1,cleavagelow,-2.864861994138713,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,2
Montipora_capitata_HIv3___TS.g50653.t2,cleavagelow,-1.1995622067557101,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___TS.g22153.t1,cleavagelow,-2.4918217848596487,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g45000.t1,cleavagelow,-2.7590062763645546,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___TS.g46137.t1a,cleavagelow,-2.0374296753327736,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g20689.t1,cleavagelow,0.5767224791540415,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g22859.t1,cleavagelow,-2.2301225203867023,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,2
Montipora_capitata_HIv3___RNAseq.g23082.t1,cleavagelow,-2.7204960557082183,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___TS.g24480.t2,cleavagelow,-2.6539532837733972,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g34657.t1,cleavagelow,-2.4608252241542505,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g46103.t2,cleavagelow,-0.8744574060573274,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g48280.t1,cleavagelow,-1.8935207721912175,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,1
Montipora_capitata_HIv3___RNAseq.g16310.t1,cleavagelow,-2.4244644187958935,2024-07-08,101112,L4,4,cleavage,low,0.01,July_8th,2
